Parallel{
Sell 16800  YHOO @ 99.79 #+15145555329
Buy 19380  YHOO @ 50.95 #+15145556860
Buy 21820  YHOO @ 51.52 #+15145552860
Sell 17830  YHOO @ 50.93 #+15145552926
Buy 17670  YHOO @ 51.9 #+15145552092
Sell 17490  YHOO @ 50.8 #+15145552973
Buy 17890  YHOO @ 50.92 #+15145556052
Buy 15350  YHOO @ 50.85 #+15145557466
Sell 20220  YHOO @ 50.75 #+15145555997
Buy 25260  YHOO @ 50.1 #+15145555039
Sell 20110  YHOO @ 51 #+15145559428
Sell 55450  YHOO @ 50.24 #+15145559329
Sell 34750  YHOO @ 48.83 #+15145559030
Sell 18140  YHOO @ 50.94 #+15145553247
Sell 12430  YHOO @ 52.26 #+15145559341
Buy 16200  YHOO @ 51.99 #+15145553611
Buy 22170  YHOO @ 52.28 #+15145551304
Sell 20390  YHOO @ 52.91 #+15145553648
Sell 20060  YHOO @ 50.78 #+15145550967
Sell 20000  YHOO @ 52.63 #+15145556115
Buy 32630  YHOO @ 53.43 #+15145552428
Sell 18280  YHOO @ 51.7 #+15145558159
Buy 17320  YHOO @ 51.9 #+15145553694
Sell 14580  YHOO @ 54.22 #+15145550012
Buy 16850  YHOO @ 52.69 #+15145551786
Buy 16740  YHOO @ 53.23 #+15145550189
Sell 33490  YHOO @ 52.8 #+15145556490
Sell 18630  YHOO @ 53.72 #+15145558296
Sell 20710  YHOO @ 51.51 #+15145558404
Buy 17850  YHOO @ 53.34 #+15145558722
Buy 21450  YHOO @ 52.74 #+15145551656
Buy 25760  YHOO @ 52.22 #+15145552536
Buy 26520  YHOO @ 53.56 #+15145558869
Buy 31470  YHOO @ 52.35 #+15145552664
Sell 26600  YHOO @ 51.98 #+15145559916
Sell 30230  YHOO @ 53.43 #+15145557932
Buy 44300  YHOO @ 56.47 #+15145556423
Buy 42700  YHOO @ 54.24 #+15145552654
Sell 27690  YHOO @ 55.9 #+15145550305
Buy 18520  YHOO @ 54.59 #+15145552583
Buy 23270  YHOO @ 53.27 #+15145550092
Sell 19710  YHOO @ 55.63 #+15145558610
Sell 17480  YHOO @ 53.03 #+15145550168
Sell 18590  YHOO @ 54.19 #+15145550855
Buy 20830  YHOO @ 53.87 #+15145550895
Sell 18460  YHOO @ 54.07 #+15145553515
Sell 26620  YHOO @ 53.96 #+15145558962
Buy 25480  YHOO @ 53.07 #+15145558570
Sell 7550  YHOO @ 55.41 #+15145550350
Sell 6950  YHOO @ 56.05 #+15145551051
Sell 10160  YHOO @ 58.18 #+15145551357
Buy 11290  YHOO @ 55.49 #+15145551553
Buy 11090  YHOO @ 51.67 #+15145551168
Sell 6040  YHOO @ 55.46 #+15145559028
Sell 11290  YHOO @ 55.03 #+15145550991
Sell 12390  YHOO @ 55.06 #+15145551543
Sell 18330  YHOO @ 52.88 #+15145558552
Sell 13640  YHOO @ 54.29 #+15145553287
Sell 18290  YHOO @ 54.22 #+15145559291
Sell 9710  YHOO @ 53.93 #+15145552927
Buy 10080  YHOO @ 56.32 #+15145553795
Buy 10260  YHOO @ 55.24 #+15145552338
Sell 10010  YHOO @ 54.81 #+15145558125
Buy 18900  YHOO @ 55.42 #+15145552962
Sell 14000  YHOO @ 51.76 #+15145554431
Buy 17710  YHOO @ 54.5 #+15145551731
Sell 12000  YHOO @ 54.57 #+15145553359
Sell 15890  YHOO @ 56.36 #+15145552021
Sell 22430  YHOO @ 56.26 #+15145554719
Buy 13200  YHOO @ 56.33 #+15145553156
Buy 10960  YHOO @ 55.18 #+15145551168
Buy 13890  YHOO @ 55.06 #+15145557352
Buy 6230  YHOO @ 54.28 #+15145559416
Buy 16490  YHOO @ 54.4 #+15145559250
Sell 14690  YHOO @ 56.62 #+15145552488
Buy 17250  YHOO @ 54.77 #+15145558730
Sell 15930  YHOO @ 53.61 #+15145556236
Sell 15400  YHOO @ 53.49 #+15145555043
Sell 15180  YHOO @ 54.64 #+15145559280
Sell 15160  YHOO @ 54.22 #+15145557142
Sell 13100  YHOO @ 53.98 #+15145559668
Buy 16540  YHOO @ 57.8 #+15145553316
Buy 16640  YHOO @ 55 #+15145559485
Buy 14160  YHOO @ 54.12 #+15145555165
Buy 14930  YHOO @ 54.3 #+15145559050
Buy 15360  YHOO @ 55.07 #+15145555991
Buy 25420  YHOO @ 54.58 #+15145558374
Sell 19810  YHOO @ 53.36 #+15145558977
Buy 25370  YHOO @ 54.76 #+15145550273
Sell 22920  YHOO @ 53.92 #+15145551086
Buy 16430  YHOO @ 52.12 #+15145554712
Buy 13430  YHOO @ 54.53 #+15145552345
Buy 13240  YHOO @ 51.78 #+15145557709
Sell 20960  YHOO @ 53.52 #+15145550297
Sell 15690  YHOO @ 53.12 #+15145551832
Sell 17710  YHOO @ 51.77 #+15145555772
Buy 35640  YHOO @ 48.94 #+15145553232
Buy 27930  YHOO @ 51.75 #+15145559446
Buy 15940  YHOO @ 55.37 #+15145557504
Buy 22290  YHOO @ 49.68 #+15145552143
Sell 19800  YHOO @ 51.54 #+15145551605
Sell 19650  YHOO @ 52.19 #+15145559530
Sell 22860  YHOO @ 51.38 #+15145556592
Buy 49490  YHOO @ 51.79 #+15145554065
Sell 31280  YHOO @ 52.03 #+15145552026
Sell 12660  YHOO @ 51.49 #+15145552564
Buy 16150  YHOO @ 49.91 #+15145557582
Sell 16230  YHOO @ 50.07 #+15145557706
Sell 17110  YHOO @ 51.53 #+15145551088
Buy 14930  YHOO @ 51.71 #+15145554336
Buy 21260  YHOO @ 51.67 #+15145559617
Buy 22100  YHOO @ 51.62 #+15145551787
Sell 25700  YHOO @ 51.95 #+15145554216
Sell 30180  YHOO @ 50.69 #+15145551278
Sell 18210  YHOO @ 48.53 #+15145557115
Sell 15210  YHOO @ 50.8 #+15145555918
Sell 11280  YHOO @ 48.46 #+15145557339
Buy 15690  YHOO @ 49.19 #+15145558329
Sell 22230  YHOO @ 49.39 #+15145553274
Buy 17060  YHOO @ 49.1 #+15145550673
Buy 18700  YHOO @ 49.83 #+15145553178
Sell 15040  YHOO @ 49.84 #+15145559095
Sell 23330  YHOO @ 54.06 #+15145556424
Sell 16910  YHOO @ 49.79 #+15145554783
Sell 28240  YHOO @ 49.4 #+15145559477
Buy 17470  YHOO @ 49.09 #+15145552610
Buy 11310  YHOO @ 48.31 #+15145550117
Buy 16350  YHOO @ 49.35 #+15145551517
Buy 18660  YHOO @ 47.06 #+15145551294
Buy 16330  YHOO @ 46.6 #+15145554642
Sell 12780  YHOO @ 45.76 #+15145552774
Sell 17240  YHOO @ 50.75 #+15145555964
Sell 16660  YHOO @ 46.96 #+15145550828
Buy 11380  YHOO @ 45.35 #+15145551440
Buy 12760  YHOO @ 44.81 #+15145554734
Buy 8320  YHOO @ 44.49 #+15145551641
Sell 9750  YHOO @ 45.61 #+15145554319
Sell 15510  YHOO @ 45.47 #+15145555032
Buy 16530  YHOO @ 45.75 #+15145552444
Sell 13020  YHOO @ 44.69 #+15145554876
Buy 17220  YHOO @ 43.53 #+15145554168
Buy 27650  YHOO @ 45.27 #+15145556210
Buy 22350  YHOO @ 44.18 #+15145553202
Buy 19600  YHOO @ 48.51 #+15145558146
Buy 15920  YHOO @ 44.39 #+15145553372
Sell 16270  YHOO @ 44.27 #+15145554438
Sell 18770  YHOO @ 43.79 #+15145558658
Sell 24800  YHOO @ 43.67 #+15145557597
Sell 24440  YHOO @ 40.87 #+15145555109
Sell 18990  YHOO @ 44.15 #+15145559119
Buy 30170  YHOO @ 41.96 #+15145558986
Sell 27640  YHOO @ 43.1 #+15145555537
Buy 30150  YHOO @ 44.45 #+15145556376
Sell 17720  YHOO @ 46.52 #+15145556306
Sell 12250  YHOO @ 46.03 #+15145555258
Sell 16260  YHOO @ 46.72 #+15145558985
Buy 18740  YHOO @ 45.35 #+15145555148
Sell 24590  YHOO @ 45.74 #+15145555815
Sell 25590  YHOO @ 45.09 #+15145555223
Buy 21480  YHOO @ 48.26 #+15145554179
Sell 15760  YHOO @ 43.28 #+15145559191
Sell 26070  YHOO @ 44.08 #+15145559990
Sell 19490  YHOO @ 45.4 #+15145559818
Sell 19510  YHOO @ 42.8 #+15145557100
Buy 32020  YHOO @ 43.94 #+15145557145
Buy 18650  YHOO @ 43.94 #+15145550654
Buy 13560  YHOO @ 45.15 #+15145551590
Sell 18750  YHOO @ 45.87 #+15145556005
Sell 19080  YHOO @ 45.29 #+15145557305
Buy 19660  YHOO @ 46.16 #+15145555588
Buy 26460  YHOO @ 45.98 #+15145555456
Sell 87530  YHOO @ 45.85 #+15145553093
Buy 35590  YHOO @ 46.71 #+15145555483
Buy 27490  YHOO @ 49.67 #+15145558930
Sell 16240  YHOO @ 50.57 #+15145553937
Sell 28520  YHOO @ 49.61 #+15145554438
Buy 21370  YHOO @ 48.65 #+15145553127
Buy 15000  YHOO @ 52.26 #+15145551541
Buy 24730  YHOO @ 50.7 #+15145555642
Buy 20260  YHOO @ 50.53 #+15145558784
Buy 15620  YHOO @ 51.2 #+15145552730
Buy 27370  YHOO @ 49.02 #+15145558078
Sell 15130  YHOO @ 48.09 #+15145552743
Sell 12360  YHOO @ 48.11 #+15145558320
Buy 15800  YHOO @ 49.86 #+15145554003
Sell 11650  YHOO @ 47.53 #+15145552210
Sell 11280  YHOO @ 44.17 #+15145551294
Sell 14790  YHOO @ 47.93 #+15145557522
Sell 11760  YHOO @ 47.75 #+15145550678
Buy 17530  YHOO @ 47.57 #+15145554673
Sell 16980  YHOO @ 46.89 #+15145558952
Buy 18330  YHOO @ 47.28 #+15145552516
Sell 17980  YHOO @ 48.4 #+15145552962
Buy 16260  YHOO @ 47.91 #+15145559564
Buy 18500  YHOO @ 47.47 #+15145556910
Sell 30050  YHOO @ 45.59 #+15145552317
Buy 28800  YHOO @ 46.55 #+15145551198
Buy 16670  YHOO @ 48.21 #+15145559894
Sell 18640  YHOO @ 46 #+15145555926
Sell 20930  YHOO @ 45.86 #+15145555379
Sell 25000  YHOO @ 46 #+15145552279
Sell 23700  YHOO @ 45.53 #+15145557571
Sell 15440  YHOO @ 44.7 #+15145551784
Buy 16530  YHOO @ 44.11 #+15145558405
Buy 25630  YHOO @ 41.82 #+15145555634
Sell 19080  YHOO @ 43.06 #+15145556303
Buy 13980  YHOO @ 42.96 #+15145557356
Buy 19200  YHOO @ 42.2 #+15145557655
Buy 19940  YHOO @ 42.14 #+15145557611
Buy 26100  YHOO @ 39.51 #+15145558724
Sell 34550  YHOO @ 42.32 #+15145553891
Buy 31360  YHOO @ 41.49 #+15145559281
Buy 22870  YHOO @ 40.88 #+15145550817
Buy 20360  YHOO @ 41.52 #+15145556854
Sell 15570  YHOO @ 41.67 #+15145550311
Sell 24890  YHOO @ 41.63 #+15145553586
Sell 29480  YHOO @ 41.48 #+15145553555
Sell 53090  YHOO @ 41.18 #+15145556228
Sell 29260  YHOO @ 37.11 #+15145556872
Buy 20560  YHOO @ 41.72 #+15145554419
Sell 20140  YHOO @ 41.49 #+15145556329
Sell 21900  YHOO @ 43.74 #+15145555857
Sell 19840  YHOO @ 45.84 #+15145553471
Buy 32870  YHOO @ 43.2 #+15145553985
Sell 20460  YHOO @ 44.36 #+15145550647
Buy 20080  YHOO @ 44.86 #+15145558690
Sell 19220  YHOO @ 40.94 #+15145559638
Sell 19200  YHOO @ 46.71 #+15145557249
Sell 17620  YHOO @ 41.62 #+15145551852
Buy 20400  YHOO @ 42.88 #+15145555600
Sell 26000  YHOO @ 42.2 #+15145552410
Sell 34690  YHOO @ 41.89 #+15145550956
Sell 90560  YHOO @ 45.13 #+15145550252
Sell 33220  YHOO @ 42.82 #+15145553369
Sell 23670  YHOO @ 38.34 #+15145556099
Sell 22790  YHOO @ 39.15 #+15145551709
Sell 22640  YHOO @ 41.9 #+15145555511
Buy 22420  YHOO @ 39.85 #+15145554139
Buy 21070  YHOO @ 40.5 #+15145554571
Sell 17370  YHOO @ 37.21 #+15145550753
Sell 17700  YHOO @ 38.94 #+15145558785
Sell 16950  YHOO @ 38.25 #+15145558273
Buy 23700  YHOO @ 38.05 #+15145559067
Sell 17410  YHOO @ 37.67 #+15145555683
Buy 18590  YHOO @ 36.87 #+15145557434
Buy 24050  YHOO @ 36.66 #+15145558741
Buy 28440  YHOO @ 38.37 #+15145550413
Sell 20200  YHOO @ 37.29 #+15145555250
Sell 32020  YHOO @ 37.07 #+15145554980
Sell 20000  YHOO @ 37.13 #+15145558272
Sell 14250  YHOO @ 37.34 #+15145555571
Buy 17300  YHOO @ 36.44 #+15145558628
Sell 28020  YHOO @ 37.95 #+15145552671
Buy 26450  YHOO @ 35.03 #+15145553549
Sell 20990  YHOO @ 35.6 #+15145557855
Buy 20290  YHOO @ 35.52 #+15145558236
Buy 20290  YHOO @ 36.47 #+15145557046
Buy 18470  YHOO @ 36.65 #+15145559559
Buy 20000  YHOO @ 37.33 #+15145557198
Sell 21490  YHOO @ 36.72 #+15145557860
Sell 26580  YHOO @ 36.54 #+15145551681
Buy 30870  YHOO @ 36.68 #+15145555200
Buy 27280  YHOO @ 35.67 #+15145550290
Buy 33120  YHOO @ 35.19 #+15145554750
Buy 22020  YHOO @ 36.01 #+15145550757
Buy 18630  YHOO @ 36.18 #+15145557107
Sell 16210  YHOO @ 37.41 #+15145550183
Buy 12000  YHOO @ 37.55 #+15145557643
Sell 10060  YHOO @ 34.66 #+15145556189
Sell 11640  YHOO @ 37.45 #+15145555113
Sell 14320  YHOO @ 39.02 #+15145555848
Sell 9570  YHOO @ 39.29 #+15145558782
Sell 15610  YHOO @ 37.66 #+15145559004
Sell 7740  YHOO @ 37.15 #+15145552939
Sell 11490  YHOO @ 37.63 #+15145557118
Sell 14500  YHOO @ 38.21 #+15145559370
Buy 18850  YHOO @ 33.92 #+15145550801
Sell 17270  YHOO @ 37.2 #+15145558849
Sell 20290  YHOO @ 36.42 #+15145550117
Sell 20970  YHOO @ 36.81 #+15145557888
Sell 16520  YHOO @ 37.71 #+15145556641
Sell 31650  YHOO @ 37.57 #+15145551399
Sell 16620  YHOO @ 37.5 #+15145558613
Sell 14650  YHOO @ 34.73 #+15145558582
Sell 15640  YHOO @ 35.25 #+15145554895
Sell 11170  YHOO @ 37.98 #+15145550734
Buy 14770  YHOO @ 37.57 #+15145550437
Sell 15060  YHOO @ 38.66 #+15145551844
Sell 21280  YHOO @ 37.82 #+15145552051
Buy 24100  YHOO @ 37.44 #+15145556952
Buy 54010  YHOO @ 38.65 #+15145559153
Buy 34340  YHOO @ 36.65 #+15145551506
Sell 28680  YHOO @ 37.99 #+15145555587
Sell 29910  YHOO @ 38.41 #+15145559578
Sell 19040  YHOO @ 38.7 #+15145554746
Sell 25460  YHOO @ 37.99 #+15145550280
Buy 19220  YHOO @ 38.17 #+15145554404
Buy 20520  YHOO @ 37.7 #+15145552159
Sell 23100  YHOO @ 37.5 #+15145555066
Buy 16480  YHOO @ 38.41 #+15145558961
Buy 18870  YHOO @ 35.95 #+15145557160
Buy 10980  YHOO @ 35.62 #+15145551461
Sell 13770  YHOO @ 36.42 #+15145550990
Sell 8490  YHOO @ 36.56 #+15145553697
Sell 18160  YHOO @ 35.93 #+15145554763
Sell 16710  YHOO @ 36.02 #+15145559189
Sell 14950  YHOO @ 36.7 #+15145551455
Buy 19380  YHOO @ 34.97 #+15145553008
Sell 16240  YHOO @ 34.78 #+15145554088
Sell 21550  YHOO @ 35.88 #+15145556678
Sell 29580  YHOO @ 34.04 #+15145552367
Buy 19720  YHOO @ 37.37 #+15145552104
Buy 15670  YHOO @ 33.98 #+15145552483
Buy 18270  YHOO @ 35.15 #+15145558361
Buy 20570  YHOO @ 35.03 #+15145553546
Buy 17280  YHOO @ 35.43 #+15145558360
Buy 19360  YHOO @ 32.27 #+15145557104
Sell 16190  YHOO @ 34.99 #+15145557148
Buy 20850  YHOO @ 35.22 #+15145553825
Sell 18840  YHOO @ 35.15 #+15145554669
Sell 17530  YHOO @ 34.94 #+15145558412
Buy 20850  YHOO @ 35.9 #+15145557979
Sell 6470  YHOO @ 35.46 #+15145553970
Sell 25370  YHOO @ 34.1 #+15145555346
Buy 22860  YHOO @ 34.98 #+15145555074
Buy 24670  YHOO @ 34.49 #+15145551671
Buy 20220  YHOO @ 34.37 #+15145551147
Sell 21760  YHOO @ 31.81 #+15145552477
Sell 37940  YHOO @ 33.5 #+15145556866
Buy 35240  YHOO @ 33.57 #+15145557062
Buy 42200  YHOO @ 32.87 #+15145556579
Buy 18730  YHOO @ 33.56 #+15145550884
Sell 19290  YHOO @ 33.94 #+15145557784
Buy 21970  YHOO @ 35 #+15145552455
Sell 19690  YHOO @ 34.47 #+15145554611
Buy 17050  YHOO @ 33.67 #+15145551371
Sell 18210  YHOO @ 34.02 #+15145558252
Sell 23250  YHOO @ 34.52 #+15145559493
Buy 15050  YHOO @ 34.62 #+15145557666
Sell 17290  YHOO @ 36.19 #+15145555301
Sell 21360  YHOO @ 35.02 #+15145559778
Buy 19390  YHOO @ 34.36 #+15145555992
Sell 33250  YHOO @ 35.16 #+15145556205
Sell 27780  YHOO @ 34.52 #+15145554329
Sell 25860  YHOO @ 39.34 #+15145558524
Buy 17490  YHOO @ 37.11 #+15145551915
Sell 28780  YHOO @ 33.93 #+15145553657
Buy 34960  YHOO @ 33.42 #+15145557382
Sell 23980  YHOO @ 33.45 #+15145551309
Sell 22450  YHOO @ 34.45 #+15145557568
Sell 17090  YHOO @ 34.57 #+15145552016
Sell 26310  YHOO @ 33.64 #+15145559999
Sell 19290  YHOO @ 34.61 #+15145558497
Buy 23220  YHOO @ 30.94 #+15145552842
Buy 21430  YHOO @ 33.98 #+15145556812
Buy 25200  YHOO @ 34.23 #+15145558895
Buy 36070  YHOO @ 34.6 #+15145559903
Sell 110620  YHOO @ 33.62 #+15145558567
Buy 46500  YHOO @ 32.16 #+15145557359
Buy 43980  YHOO @ 33.45 #+15145554275
Buy 20130  YHOO @ 34.37 #+15145553215
Buy 33850  YHOO @ 30.65 #+15145554767
Sell 30040  YHOO @ 32.67 #+15145556582
Buy 35380  YHOO @ 31.87 #+15145550904
Sell 21200  YHOO @ 29.01 #+15145551081
Sell 23430  YHOO @ 29.9 #+15145552561
Sell 24540  YHOO @ 30.91 #+15145552882
Buy 27530  YHOO @ 29.34 #+15145554876
Sell 31590  YHOO @ 33.09 #+15145553088
Buy 31720  YHOO @ 30.85 #+15145550380
Sell 23120  YHOO @ 31.81 #+15145550938
Buy 23600  YHOO @ 32.91 #+15145551463
Sell 35570  YHOO @ 26.54 #+15145554181
Buy 25260  YHOO @ 29.92 #+15145553986
Sell 24540  YHOO @ 29.89 #+15145550439
Sell 12980  YHOO @ 30.61 #+15145559878
Sell 22850  YHOO @ 29.88 #+15145553398
Sell 26110  YHOO @ 27.32 #+15145558555
Buy 28380  YHOO @ 25.46 #+15145552587
Sell 47070  YHOO @ 26.82 #+15145551723
Buy 22010  YHOO @ 30.26 #+15145550019
Sell 33720  YHOO @ 28.98 #+15145551731
Buy 30600  YHOO @ 28.66 #+15145555561
Sell 22400  YHOO @ 30.14 #+15145555317
Buy 27520  YHOO @ 28.51 #+15145559509
Sell 16070  YHOO @ 29.75 #+15145556713
Sell 10640  YHOO @ 26.61 #+15145558719
Buy 11910  YHOO @ 24.31 #+15145554183
Sell 10710  YHOO @ 26.22 #+15145557653
Buy 10210  YHOO @ 28.67 #+15145551426
Sell 20870  YHOO @ 28.59 #+15145557458
Sell 25270  YHOO @ 28.19 #+15145554987
Buy 15890  YHOO @ 27.13 #+15145554085
Buy 27410  YHOO @ 27.78 #+15145550768
Sell 20150  YHOO @ 27.67 #+15145558647
Buy 9420  YHOO @ 28.08 #+15145550498
Sell 12640  YHOO @ 22.86 #+15145551524
Buy 18910  YHOO @ 25 #+15145551687
Buy 21160  YHOO @ 27.29 #+15145552109
Buy 17030  YHOO @ 27.45 #+15145557061
Sell 17120  YHOO @ 22.91 #+15145555271
Sell 20950  YHOO @ 26.27 #+15145551049
Sell 32330  YHOO @ 23.57 #+15145555622
Sell 16670  YHOO @ 25.78 #+15145551479
Buy 18390  YHOO @ 23.76 #+15145559386
Sell 15920  YHOO @ 25.34 #+15145550813
Buy 17560  YHOO @ 28.16 #+15145551612
Sell 17340  YHOO @ 24.9 #+15145557128
Buy 16940  YHOO @ 26.17 #+15145558249
Buy 13810  YHOO @ 26.81 #+15145557395
Buy 24680  YHOO @ 25.09 #+15145553775
Buy 35840  YHOO @ 26.71 #+15145555880
Buy 20310  YHOO @ 28.58 #+15145550077
Sell 25110  YHOO @ 26.13 #+15145556944
Sell 32130  YHOO @ 26.75 #+15145558200
Sell 26500  YHOO @ 26.99 #+15145556738
Sell 26300  YHOO @ 27.07 #+15145554422
Buy 19090  YHOO @ 23.13 #+15145550355
Sell 26500  YHOO @ 23.36 #+15145552848
Sell 59770  YHOO @ 23.86 #+15145551090
Buy 37140  YHOO @ 28.34 #+15145551207
Sell 68410  YHOO @ 25.27 #+15145551429
Buy 45660  YHOO @ 24.47 #+15145553413
Sell 32370  YHOO @ 29.81 #+15145550318
Buy 25470  YHOO @ 29.76 #+15145558025
Sell 15900  YHOO @ 29.84 #+15145554447
Sell 19560  YHOO @ 27.5 #+15145555784
Buy 20220  YHOO @ 29.13 #+15145559989
Buy 21050  YHOO @ 28.31 #+15145559059
Sell 25940  YHOO @ 26.55 #+15145555284
Buy 28340  YHOO @ 24.59 #+15145559094
Sell 20050  YHOO @ 26.82 #+15145551138
Buy 21840  YHOO @ 27.74 #+15145551963
Buy 17150  YHOO @ 27.78 #+15145551118
Buy 25530  YHOO @ 25.32 #+15145553778
Sell 27870  YHOO @ 27.49 #+15145551339
Sell 32910  YHOO @ 27.87 #+15145550852
Buy 27190  YHOO @ 28.08 #+15145556388
Sell 38890  YHOO @ 26.14 #+15145552955
Buy 21160  YHOO @ 27.15 #+15145550933
Sell 26560  YHOO @ 21.53 #+15145554739
Buy 39340  YHOO @ 24.86 #+15145558968
Sell 20410  YHOO @ 24.69 #+15145552431
Buy 36210  YHOO @ 24.87 #+15145553433
Sell 42750  YHOO @ 24.44 #+15145554112
Sell 19120  YHOO @ 23.95 #+15145551279
Sell 42710  YHOO @ 26.59 #+15145557997
Sell 42020  YHOO @ 25.63 #+15145559887
Sell 34540  YHOO @ 25.61 #+15145553270
Buy 32080  YHOO @ 25.5 #+15145554234
Sell 22290  YHOO @ 23.08 #+15145555956
Buy 26360  YHOO @ 26.92 #+15145550564
Buy 44750  YHOO @ 22.75 #+15145556995
Sell 30360  YHOO @ 26.19 #+15145558421
Sell 16870  YHOO @ 25.99 #+15145558448
Buy 19520  YHOO @ 22.81 #+15145559783
Buy 34820  YHOO @ 24.26 #+15145558048
Sell 31970  YHOO @ 23.1 #+15145551565
Sell 20260  YHOO @ 24.23 #+15145552566
Sell 19300  YHOO @ 25.37 #+15145553218
Sell 24530  YHOO @ 25.25 #+15145550459
Buy 40800  YHOO @ 24.37 #+15145556436
Buy 22600  YHOO @ 25.36 #+15145558656
Buy 14930  YHOO @ 21.5 #+15145550892
Buy 16330  YHOO @ 23.81 #+15145551648
Buy 14270  YHOO @ 24.26 #+15145550874
Sell 19920  YHOO @ 20.34 #+15145550075
Sell 17900  YHOO @ 24.22 #+15145556938
Sell 17470  YHOO @ 23.73 #+15145558060
Buy 17440  YHOO @ 24.06 #+15145557824
Buy 16170  YHOO @ 20.9 #+15145554107
Buy 15970  YHOO @ 23.7 #+15145557205
Sell 19460  YHOO @ 21.56 #+15145555403
Sell 23920  YHOO @ 24.26 #+15145552201
Sell 18200  YHOO @ 23.62 #+15145550343
Sell 24810  YHOO @ 22.78 #+15145551427
Sell 22450  YHOO @ 23.34 #+15145554297
Sell 22760  YHOO @ 19.48 #+15145557508
Sell 22120  YHOO @ 22.3 #+15145556085
Buy 27580  YHOO @ 23.87 #+15145557008
Sell 27790  YHOO @ 21.13 #+15145557387
Buy 30560  YHOO @ 23.22 #+15145551252
Buy 44010  YHOO @ 20.79 #+15145552650
Sell 72950  YHOO @ 21.41 #+15145559067
Sell 48220  YHOO @ 23.59 #+15145553647
Sell 25370  YHOO @ 19.64 #+15145551216
Buy 35560  YHOO @ 19.14 #+15145552168
Sell 49750  YHOO @ 23.41 #+15145557666
Buy 27700  YHOO @ 23.46 #+15145557999
Buy 37080  YHOO @ 23.32 #+15145554779
Sell 47500  YHOO @ 18.82 #+15145550404
Buy 27390  YHOO @ 19.73 #+15145553710
Buy 21920  YHOO @ 21.51 #+15145552603
Sell 36240  YHOO @ 23.57 #+15145557124
Sell 37570  YHOO @ 23.5 #+15145552849
Buy 35370  YHOO @ 23.65 #+15145559588
Buy 33770  YHOO @ 23 #+15145557538
Buy 36210  YHOO @ 23.02 #+15145559927
Buy 29430  YHOO @ 20.77 #+15145552115
Sell 24800  YHOO @ 22.56 #+15145550173
Sell 25790  YHOO @ 22.04 #+15145553615
Buy 42110  YHOO @ 21.87 #+15145553391
Buy 18290  YHOO @ 20.78 #+15145559317
Buy 23610  YHOO @ 20.56 #+15145550149
Sell 13680  YHOO @ 19.05 #+15145554088
Sell 12010  YHOO @ 20.62 #+15145555668
Buy 11860  YHOO @ 20.66 #+15145559621
Buy 20720  YHOO @ 19.23 #+15145551526
Buy 21560  YHOO @ 21 #+15145557401
Buy 12270  YHOO @ 20.94 #+15145552845
Buy 20920  YHOO @ 21.13 #+15145551440
Sell 26210  YHOO @ 20.13 #+15145559879
Buy 23450  YHOO @ 17.62 #+15145550495
Sell 14890  YHOO @ 21.01 #+15145559005
Sell 15620  YHOO @ 18.77 #+15145551340
Sell 11820  YHOO @ 20.76 #+15145550675
Sell 9690  YHOO @ 18.65 #+15145556377
Sell 12710  YHOO @ 20.78 #+15145550064
Sell 13850  YHOO @ 21.03 #+15145558270
Buy 12850  YHOO @ 19.66 #+15145559840
Buy 17070  YHOO @ 20.46 #+15145558044
Buy 15900  YHOO @ 20.08 #+15145551304
Sell 26690  YHOO @ 17.08 #+15145559178
Buy 12360  YHOO @ 17.81 #+15145553365
Buy 14890  YHOO @ 17.31 #+15145551183
Sell 10480  YHOO @ 20.12 #+15145558056
Sell 14120  YHOO @ 19.82 #+15145556082
Sell 10670  YHOO @ 15.57 #+15145557366
Sell 12980  YHOO @ 17.65 #+15145553890
Sell 11920  YHOO @ 16.58 #+15145557479
Sell 9580  YHOO @ 18.51 #+15145559130
Sell 13280  YHOO @ 15.82 #+15145559270
Sell 10400  YHOO @ 16.23 #+15145552216
Buy 16120  YHOO @ 19.77 #+15145557096
Buy 17630  YHOO @ 20.28 #+15145556000
Buy 18860  YHOO @ 15.39 #+15145550807
Buy 23460  YHOO @ 19.3 #+15145552949
Buy 18090  YHOO @ 20.3 #+15145552713
Buy 23050  YHOO @ 20.44 #+15145559063
Sell 20120  YHOO @ 20.09 #+15145555796
Sell 22030  YHOO @ 19.62 #+15145552143
Buy 58410  YHOO @ 19.74 #+15145558669
Sell 44610  YHOO @ 18.86 #+15145556827
Buy 16060  YHOO @ 20.58 #+15145554121
Sell 27920  YHOO @ 20.57 #+15145556605
Sell 26120  YHOO @ 20.32 #+15145558961
Sell 15940  YHOO @ 20.81 #+15145559721
Buy 19240  YHOO @ 16.26 #+15145555322
Buy 28090  YHOO @ 17.88 #+15145558730
Sell 21200  YHOO @ 19.92 #+15145557377
Sell 15090  YHOO @ 15.84 #+15145559191
Buy 19640  YHOO @ 18.78 #+15145556944
Buy 8760  YHOO @ 18.99 #+15145556402
Buy 11200  YHOO @ 18.56 #+15145555987
Sell 9220  YHOO @ 14.58 #+15145553202
Sell 9440  YHOO @ 18.61 #+15145553619
Buy 6320  YHOO @ 19.01 #+15145557960
Sell 14430  YHOO @ 18.81 #+15145551410
Sell 18240  YHOO @ 19.12 #+15145552884
Buy 21200  YHOO @ 14.91 #+15145558978
