Sell 6820  BKNWA @ 99.75 #+15145557054  
Sell 14770  BKNWA @ 73.58 #+15145551719 
Sell 13560  BKNWA @ 73.74 #+15145550108 
Sell 14990  BKNWA @ 73.1 #+15145556331  
Buy 14320  BKNWA @ 72.68 #+15145555874  
Buy 12380  BKNWA @ 72.72 #+15145559813  
Buy 11880  BKNWA @ 72.47 #+15145551565  
Buy 15120  BKNWA @ 71.93 #+15145556050  
Sell 13600  BKNWA @ 72.52 #+15145558355 
Buy 12210  BKNWA @ 72.26 #+15145559146  
Buy 13080  BKNWA @ 72.74 #+15145553102  
Sell 10240  BKNWA @ 73.27 #+15145558949 
Sell 13570  BKNWA @ 73.05 #+15145559268 
Buy 8240  BKNWA @ 73.59 #+15145559749   
Sell 8650  BKNWA @ 74.1 #+15145553063   
Buy 15630  BKNWA @ 74.01 #+15145555064  
Buy 9880  BKNWA @ 74.08 #+15145550921   
Sell 5580  BKNWA @ 74.29 #+15145559320  
Sell 9850  BKNWA @ 74.94 #+15145552394  
Buy 7950  BKNWA @ 75.06 #+15145556931   
Buy 14460  BKNWA @ 73.76 #+15145550801  
Sell 9780  BKNWA @ 74.48 #+15145559710  
Sell 12440  BKNWA @ 74.08 #+15145558303 
Sell 9730  BKNWA @ 74.41 #+15145550208  
Sell 11260  BKNWA @ 73.72 #+15145557376 
Sell 9700  BKNWA @ 73.33 #+15145557472  
Buy 17100  BKNWA @ 73.94 #+15145553759  
Buy 27210  BKNWA @ 73.93 #+15145558266  
Buy 20910  BKNWA @ 74.45 #+15145551122  
Sell 21100  BKNWA @ 74.08 #+15145551809 
Sell 20140  BKNWA @ 74.45 #+15145554779 
Sell 20850  BKNWA @ 72.89 #+15145557856 
Sell 12720  BKNWA @ 72.72 #+15145556142 
Sell 18850  BKNWA @ 72.81 #+15145554303 
Sell 21180  BKNWA @ 72.52 #+15145552261 
Sell 18180  BKNWA @ 72.47 #+15145553539 
Sell 12230  BKNWA @ 72.53 #+15145550461 
Buy 14540  BKNWA @ 72.64 #+15145553511  
Sell 10440  BKNWA @ 72.59 #+15145550432 
Buy 11690  BKNWA @ 73.37 #+15145556230  
Sell 17150  BKNWA @ 73.55 #+15145555374 
Sell 26530  BKNWA @ 73.39 #+15145553404 
Sell 22520  BKNWA @ 73.26 #+15145553132 
Buy 12350  BKNWA @ 73.17 #+15145554885  
Sell 8070  BKNWA @ 74.22 #+15145559026  
Buy 6140  BKNWA @ 74.01 #+15145559835   
Buy 12210  BKNWA @ 74.73 #+15145550478  
Sell 8900  BKNWA @ 74.61 #+15145550362  
Buy 6540  BKNWA @ 74.06 #+15145558784   
Sell 12940  BKNWA @ 74.2 #+15145555940  
Buy 10640  BKNWA @ 74.17 #+15145551032  
Sell 11610  BKNWA @ 73.39 #+15145555446 
Buy 10120  BKNWA @ 73.39 #+15145555010  
Sell 10110  BKNWA @ 73.17 #+15145557609 
Sell 3990  BKNWA @ 73.22 #+15145558221  
Sell 6750  BKNWA @ 72.64 #+15145555927  
Sell 6980  BKNWA @ 73.4 #+15145551467   
Sell 7460  BKNWA @ 73.4 #+15145558552   
Sell 9210  BKNWA @ 73.82 #+15145550400  
Sell 9320  BKNWA @ 74 #+15145551365     
Buy 9180  BKNWA @ 74.21 #+15145552345   
Buy 10040  BKNWA @ 73.8 #+15145552473   
Buy 15220  BKNWA @ 74.23 #+15145550221  
Sell 15770  BKNWA @ 73.82 #+15145559538 
Sell 12680  BKNWA @ 73.83 #+15145550484 
Sell 16970  BKNWA @ 73.83 #+15145557610 
Sell 12900  BKNWA @ 73.74 #+15145555364 
Buy 15480  BKNWA @ 73.89 #+15145553763  
Buy 11550  BKNWA @ 74.78 #+15145557670  
Buy 6630  BKNWA @ 74.15 #+15145559773   
Buy 9310  BKNWA @ 74.55 #+15145559139   
Buy 7430  BKNWA @ 74.29 #+15145558528   
Sell 14270  BKNWA @ 74.12 #+15145551756 
Sell 12560  BKNWA @ 74.15 #+15145559456 
Buy 5790  BKNWA @ 73.72 #+15145558409   
Buy 5880  BKNWA @ 74.26 #+15145552288   
Buy 11720  BKNWA @ 73.76 #+15145558156  
Buy 14390  BKNWA @ 73.87 #+15145555720  
Buy 12990  BKNWA @ 74.49 #+15145555392  
Sell 14190  BKNWA @ 74.54 #+15145550907 
Sell 7610  BKNWA @ 74.79 #+15145559319  
Sell 8860  BKNWA @ 73.97 #+15145551258  
Buy 15760  BKNWA @ 73.57 #+15145554192  
Buy 27920  BKNWA @ 74.08 #+15145550834  
Buy 13190  BKNWA @ 73.65 #+15145556781  
Buy 13260  BKNWA @ 74.72 #+15145558860  
Buy 13110  BKNWA @ 74.29 #+15145557449  
Buy 21960  BKNWA @ 74.6 #+15145559963   
Sell 15430  BKNWA @ 75.54 #+15145557385 
Buy 11030  BKNWA @ 76.14 #+15145553092  
Buy 19290  BKNWA @ 76.4 #+15145559777   
Sell 22730  BKNWA @ 76.82 #+15145558690 
Sell 19170  BKNWA @ 76.58 #+15145556109 
Sell 17530  BKNWA @ 76.85 #+15145556958 
Buy 20040  BKNWA @ 77.04 #+15145553419  
Sell 13690  BKNWA @ 77.26 #+15145552357 
Buy 10910  BKNWA @ 77.76 #+15145556731  
Buy 29300  BKNWA @ 78.43 #+15145556358  
Sell 20250  BKNWA @ 78.12 #+15145558091 
Sell 22180  BKNWA @ 77.79 #+15145556827 
Buy 10190  BKNWA @ 77.65 #+15145555848  
Sell 13130  BKNWA @ 77.67 #+15145552947 
Sell 13040  BKNWA @ 77.74 #+15145559216 
Sell 15400  BKNWA @ 78.14 #+15145557872 
Buy 15250  BKNWA @ 78.47 #+15145552122  
Sell 17910  BKNWA @ 78.5 #+15145557086  
Buy 22480  BKNWA @ 78.54 #+15145553578  
Buy 16560  BKNWA @ 77.66 #+15145552069  
Sell 14870  BKNWA @ 77.91 #+15145554262 
Sell 9160  BKNWA @ 78.19 #+15145551753  
Sell 6710  BKNWA @ 78.36 #+15145550613  
Sell 9330  BKNWA @ 77.77 #+15145553223  
Buy 10240  BKNWA @ 78.12 #+15145553110  
Sell 14220  BKNWA @ 77.44 #+15145552014 
Buy 15960  BKNWA @ 77.39 #+15145551845  
Sell 7140  BKNWA @ 76.79 #+15145559617  
Buy 10940  BKNWA @ 76.2 #+15145559018   
Buy 16060  BKNWA @ 77.06 #+15145559328  
Buy 10910  BKNWA @ 76.85 #+15145556494  
Buy 26220  BKNWA @ 76.36 #+15145557859  
Buy 9060  BKNWA @ 76.59 #+15145551121   
Buy 17260  BKNWA @ 76.25 #+15145550506  
Buy 15970  BKNWA @ 76.91 #+15145554386  
Buy 12840  BKNWA @ 76.88 #+15145557858  
Sell 10800  BKNWA @ 77.16 #+15145551846 
Sell 8290  BKNWA @ 78.34 #+15145550096  
Sell 7230  BKNWA @ 78.9 #+15145551268   
Buy 9900  BKNWA @ 78.51 #+15145555496   
Sell 11670  BKNWA @ 78.71 #+15145553163 
Sell 8000  BKNWA @ 78.27 #+15145554804  
Sell 7090  BKNWA @ 78.07 #+15145550065  
Buy 6510  BKNWA @ 78.47 #+15145559608   
Sell 5280  BKNWA @ 78.11 #+15145555376  
Buy 10220  BKNWA @ 78.57 #+15145557492  
Buy 14880  BKNWA @ 78.02 #+15145552795  
Sell 13650  BKNWA @ 77.22 #+15145554168 
Buy 18620  BKNWA @ 78.15 #+15145558788  
Sell 17540  BKNWA @ 77.45 #+15145554829 
Sell 16220  BKNWA @ 77.12 #+15145559323 
Sell 5920  BKNWA @ 76.52 #+15145553085  
Sell 9490  BKNWA @ 76.27 #+15145553979  
Sell 13950  BKNWA @ 76.46 #+15145559583 
Buy 8500  BKNWA @ 76.16 #+15145553669   
Sell 11440  BKNWA @ 75.93 #+15145553853 
Sell 11310  BKNWA @ 75.82 #+15145557276 
Sell 17680  BKNWA @ 74.87 #+15145557537 
Buy 16520  BKNWA @ 74.2 #+15145553308   
Buy 6120  BKNWA @ 74.11 #+15145556300   
Sell 9420  BKNWA @ 74.81 #+15145550068  
Sell 7920  BKNWA @ 75.79 #+15145552767  
Buy 16060  BKNWA @ 75.31 #+15145557559  
Sell 14400  BKNWA @ 74.75 #+15145559453 
Sell 9450  BKNWA @ 76.14 #+15145558398  
Sell 8690  BKNWA @ 75.86 #+15145553964  
Sell 14660  BKNWA @ 76.06 #+15145556417 
Buy 9420  BKNWA @ 75.91 #+15145557181   
Buy 12340  BKNWA @ 75.27 #+15145558825  
Sell 9100  BKNWA @ 75.32 #+15145558004  
Sell 7510  BKNWA @ 75.85 #+15145554882  
Sell 11160  BKNWA @ 75.51 #+15145559744 
Sell 8500  BKNWA @ 75.17 #+15145554486  
Buy 7600  BKNWA @ 75.8 #+15145551123    
Sell 8030  BKNWA @ 75.7 #+15145555786   
Sell 11330  BKNWA @ 76.77 #+15145559042 
Buy 17350  BKNWA @ 77.82 #+15145557165  
Buy 20330  BKNWA @ 77.66 #+15145552613  
Sell 20930  BKNWA @ 77.36 #+15145557191 
Sell 15960  BKNWA @ 77.61 #+15145555468 
Sell 13820  BKNWA @ 77.74 #+15145551535 
Buy 18840  BKNWA @ 78 #+15145556138     
Buy 12550  BKNWA @ 78.01 #+15145553349  
Sell 15860  BKNWA @ 77.77 #+15145557923 
Buy 8430  BKNWA @ 77.4 #+15145559335    
Buy 20140  BKNWA @ 77.12 #+15145550330  
Buy 9360  BKNWA @ 76.04 #+15145554878   
Sell 11140  BKNWA @ 75.56 #+15145553187 
Sell 13400  BKNWA @ 75.69 #+15145553873 
Buy 12920  BKNWA @ 75.29 #+15145552728  
Sell 7460  BKNWA @ 75.22 #+15145558096  
Buy 11580  BKNWA @ 76 #+15145554159     
Sell 9800  BKNWA @ 75.52 #+15145552036  
Sell 15380  BKNWA @ 75.37 #+15145553743 
Buy 10970  BKNWA @ 75.53 #+15145550538  
Buy 6200  BKNWA @ 75.98 #+15145558331   
Sell 6040  BKNWA @ 76.05 #+15145558831  
Sell 14970  BKNWA @ 75.46 #+15145556470 
Sell 12180  BKNWA @ 75.49 #+15145555763 
Sell 14230  BKNWA @ 75.04 #+15145554972 
Sell 9440  BKNWA @ 75.21 #+15145559577  
Sell 8540  BKNWA @ 75.6 #+15145559875   
Sell 11240  BKNWA @ 75.44 #+15145553528 
Buy 4380  BKNWA @ 75.21 #+15145551578   
Buy 6190  BKNWA @ 74.92 #+15145558730   
Sell 11270  BKNWA @ 74.59 #+15145559075 
Sell 11810  BKNWA @ 74.28 #+15145556655 
Buy 12730  BKNWA @ 74.24 #+15145559533  
Buy 5880  BKNWA @ 73.94 #+15145552448   
Sell 12060  BKNWA @ 74.58 #+15145554117 
Buy 5960  BKNWA @ 74.26 #+15145553258   
Buy 4630  BKNWA @ 74.93 #+15145556204   
Buy 4170  BKNWA @ 75.4 #+15145552969    
Buy 14270  BKNWA @ 75.34 #+15145550539  
Sell 18880  BKNWA @ 75.55 #+15145552098 
Sell 13950  BKNWA @ 75.44 #+15145557650 
Buy 14050  BKNWA @ 74.68 #+15145556233  
Buy 10370  BKNWA @ 74.48 #+15145550894  
Sell 4770  BKNWA @ 74.53 #+15145559826  
Sell 9240  BKNWA @ 74.58 #+15145551046  
Sell 7840  BKNWA @ 74.47 #+15145554719  
Buy 12940  BKNWA @ 74.72 #+15145557902  
Sell 6820  BKNWA @ 74.43 #+15145555988  
Sell 15030  BKNWA @ 74.54 #+15145558433 
Sell 11400  BKNWA @ 74.39 #+15145552380 
Buy 10490  BKNWA @ 74.42 #+15145553621  
Buy 17830  BKNWA @ 75.08 #+15145551927  
Sell 13560  BKNWA @ 75.5 #+15145552071  
Sell 16240  BKNWA @ 75.18 #+15145555377 
Sell 12290  BKNWA @ 75.24 #+15145551781 
Sell 10910  BKNWA @ 74.82 #+15145555997 
Sell 10940  BKNWA @ 73.88 #+15145558016 
Buy 11380  BKNWA @ 73.29 #+15145557266  
Sell 21850  BKNWA @ 72.73 #+15145552607 
Buy 15040  BKNWA @ 73.03 #+15145559210  
Buy 20620  BKNWA @ 72.38 #+15145556263  
Sell 17810  BKNWA @ 72 #+15145556645    
Buy 24980  BKNWA @ 71.99 #+15145552147  
Buy 20610  BKNWA @ 71.46 #+15145557155  
Sell 6440  BKNWA @ 71.54 #+15145552046  
Sell 14450  BKNWA @ 71.32 #+15145559303 
Buy 14930  BKNWA @ 71.14 #+15145555404  
Buy 9780  BKNWA @ 71.38 #+15145550637   
Sell 11120  BKNWA @ 71.26 #+15145555560 
Sell 8760  BKNWA @ 71.28 #+15145550963  
Sell 11340  BKNWA @ 71.69 #+15145555899 
Sell 13490  BKNWA @ 71.33 #+15145553356 
Buy 9090  BKNWA @ 71.14 #+15145556831   
Buy 11310  BKNWA @ 71.48 #+15145550294  
Buy 14540  BKNWA @ 70.67 #+15145559594  
Buy 12000  BKNWA @ 69.96 #+15145558941  
Sell 13490  BKNWA @ 70.47 #+15145551373 
Buy 9040  BKNWA @ 71.16 #+15145554916   
Sell 15100  BKNWA @ 71.71 #+15145557019 
Buy 10680  BKNWA @ 72.45 #+15145556777  
Buy 5010  BKNWA @ 72 #+15145556020      
Sell 8510  BKNWA @ 72.07 #+15145553055  
Buy 10800  BKNWA @ 73.05 #+15145551438  
Buy 12580  BKNWA @ 72.17 #+15145559442  
Buy 10770  BKNWA @ 72.52 #+15145552818  
Buy 7190  BKNWA @ 72.36 #+15145559811   
Buy 15130  BKNWA @ 73.27 #+15145555089  
Sell 10840  BKNWA @ 73.41 #+15145558903 
Sell 15400  BKNWA @ 73.02 #+15145554367 
Sell 10420  BKNWA @ 73.82 #+15145552753 
Buy 14370  BKNWA @ 74.98 #+15145557208  
Buy 13690  BKNWA @ 74.71 #+15145558852  
Buy 13600  BKNWA @ 75.04 #+15145551720  
Sell 12390  BKNWA @ 75.09 #+15145557321 
Sell 10140  BKNWA @ 76.14 #+15145559137 
Buy 7900  BKNWA @ 76.02 #+15145552928   
Sell 6430  BKNWA @ 75.94 #+15145556218  
Buy 12700  BKNWA @ 76.15 #+15145552876  
Buy 7130  BKNWA @ 75.67 #+15145551545   
Buy 10300  BKNWA @ 75.79 #+15145554514  
Buy 9390  BKNWA @ 75.87 #+15145554295   
Sell 6930  BKNWA @ 75.61 #+15145550965  
Buy 10620  BKNWA @ 75.7 #+15145551408   
Buy 14140  BKNWA @ 75.42 #+15145551678  
Sell 12610  BKNWA @ 75.81 #+15145551578 
Sell 10780  BKNWA @ 76.23 #+15145551980 
Buy 11160  BKNWA @ 76.39 #+15145556813  
Buy 10250  BKNWA @ 77.06 #+15145554685  
Buy 12960  BKNWA @ 77.15 #+15145551631  
Buy 8530  BKNWA @ 76.8 #+15145552140    
Sell 23820  BKNWA @ 76.53 #+15145559830 
Sell 14170  BKNWA @ 77.05 #+15145553871 
Sell 17090  BKNWA @ 77.41 #+15145557904 
Sell 11900  BKNWA @ 76.45 #+15145553595 
Sell 17370  BKNWA @ 76.15 #+15145555860 
Sell 11330  BKNWA @ 76.56 #+15145557710 
Buy 17710  BKNWA @ 75.83 #+15145552478  
Buy 17730  BKNWA @ 75.03 #+15145559611  
Buy 16580  BKNWA @ 75.25 #+15145554867  
Sell 25690  BKNWA @ 74.97 #+15145558179 
Sell 34220  BKNWA @ 74.33 #+15145557433 
Sell 21350  BKNWA @ 73.88 #+15145551613 
Sell 24530  BKNWA @ 74.4 #+15145552009  
Sell 24430  BKNWA @ 74.11 #+15145554450 
Buy 27760  BKNWA @ 74.08 #+15145553899  
Sell 17760  BKNWA @ 74.82 #+15145555381 
Buy 16220  BKNWA @ 74.37 #+15145550710  
Sell 18680  BKNWA @ 74.69 #+15145558647 
Buy 24890  BKNWA @ 74.03 #+15145559038  
Buy 11110  BKNWA @ 73.72 #+15145555918  
Buy 9190  BKNWA @ 74.24 #+15145555554   
Sell 11590  BKNWA @ 73.6 #+15145558793  
Buy 9480  BKNWA @ 72.91 #+15145558832   
Buy 9470  BKNWA @ 72.25 #+15145559515   
Sell 14490  BKNWA @ 72.05 #+15145551247 
Buy 18350  BKNWA @ 72.34 #+15145551330  
Buy 12780  BKNWA @ 71.53 #+15145553187  
Sell 17470  BKNWA @ 72.11 #+15145559574 
Sell 13440  BKNWA @ 72.39 #+15145553551 
Sell 11600  BKNWA @ 72.85 #+15145551977 
Buy 21180  BKNWA @ 72.34 #+15145553017  
Buy 10710  BKNWA @ 72.16 #+15145550619  
Buy 13610  BKNWA @ 71.5 #+15145553542   
Buy 17390  BKNWA @ 71.72 #+15145553621  
Buy 14640  BKNWA @ 71.93 #+15145554877  
Sell 18060  BKNWA @ 71.97 #+15145553413 
Buy 30470  BKNWA @ 71.39 #+15145553773  
Sell 21730  BKNWA @ 71.55 #+15145555119 
Sell 18400  BKNWA @ 71.58 #+15145559951 
Sell 20440  BKNWA @ 71.88 #+15145556059 
Buy 24890  BKNWA @ 72.1 #+15145552975   
Sell 31310  BKNWA @ 71.84 #+15145558302 
Sell 24730  BKNWA @ 71.66 #+15145550251 
Sell 23270  BKNWA @ 71.88 #+15145550664 
Sell 29120  BKNWA @ 71.99 #+15145556913 
Buy 17430  BKNWA @ 71.93 #+15145559807  
Sell 11880  BKNWA @ 71.71 #+15145558964 
Sell 12710  BKNWA @ 71.5 #+15145554102  
Buy 18690  BKNWA @ 71.65 #+15145553209  
Sell 28130  BKNWA @ 71.74 #+15145559812 
Sell 27700  BKNWA @ 72.06 #+15145557311 
Sell 23270  BKNWA @ 71.91 #+15145555113 
Sell 30470  BKNWA @ 71.86 #+15145555764 
Sell 12660  BKNWA @ 72.2 #+15145550948  
Buy 15350  BKNWA @ 71.17 #+15145551451  
Sell 18320  BKNWA @ 71.12 #+15145552844 
Buy 17830  BKNWA @ 71.58 #+15145556857  
Buy 33350  BKNWA @ 71.12 #+15145553296  
Buy 24720  BKNWA @ 71.01 #+15145553013  
Buy 12730  BKNWA @ 71.12 #+15145557605  
Buy 36180  BKNWA @ 70.72 #+15145559937  
Sell 39080  BKNWA @ 70.52 #+15145551660 
Buy 19090  BKNWA @ 69.97 #+15145559704  
Sell 35820  BKNWA @ 70.2 #+15145550834  
Buy 44330  BKNWA @ 70.15 #+15145556101  
Sell 33190  BKNWA @ 70.08 #+15145556423 
Sell 27960  BKNWA @ 70.37 #+15145557386 
Buy 30410  BKNWA @ 70.06 #+15145558495  
Sell 11380  BKNWA @ 69.83 #+15145556702 
Buy 21910  BKNWA @ 68.92 #+15145553179  
Buy 13370  BKNWA @ 68.76 #+15145551108  
Buy 16010  BKNWA @ 69.3 #+15145552075   
Sell 12440  BKNWA @ 68.99 #+15145553443 
Sell 16220  BKNWA @ 68.7 #+15145554138  
Sell 19170  BKNWA @ 69.1 #+15145557628  
Sell 12640  BKNWA @ 68.94 #+15145556064 
Sell 12720  BKNWA @ 68.8 #+15145550874  
Buy 23150  BKNWA @ 69.56 #+15145550312  
Buy 13210  BKNWA @ 69.34 #+15145557842  
Buy 21400  BKNWA @ 69.03 #+15145558174  
Buy 37210  BKNWA @ 69.03 #+15145553772  
Sell 26080  BKNWA @ 69.65 #+15145557756 
Buy 15890  BKNWA @ 69.47 #+15145559079  
Buy 29100  BKNWA @ 69.7 #+15145559272   
Buy 26790  BKNWA @ 69.95 #+15145553994  
Buy 31190  BKNWA @ 69.81 #+15145555256  
Buy 31210  BKNWA @ 69.88 #+15145550337  
Buy 22160  BKNWA @ 69.45 #+15145559232  
Sell 13040  BKNWA @ 69.22 #+15145556330 
Sell 19340  BKNWA @ 69.64 #+15145552129 
Buy 22890  BKNWA @ 69.65 #+15145553343  
Buy 19850  BKNWA @ 68.93 #+15145552739  
Buy 19100  BKNWA @ 69.22 #+15145553585  
Sell 9760  BKNWA @ 70.22 #+15145551606  
Buy 16680  BKNWA @ 70.2 #+15145551277   
Sell 21610  BKNWA @ 70 #+15145550974    
Buy 21610  BKNWA @ 70.04 #+15145551711  
Sell 15010  BKNWA @ 69.45 #+15145550731 
Buy 23540  BKNWA @ 69.19 #+15145555933  
Buy 24030  BKNWA @ 69.54 #+15145554804  
Buy 19620  BKNWA @ 69.44 #+15145550610  
Sell 18630  BKNWA @ 69.72 #+15145556208 
Buy 18380  BKNWA @ 70.04 #+15145553080  
Sell 33490  BKNWA @ 69.2 #+15145552758  
Sell 33990  BKNWA @ 69.22 #+15145550252 
Buy 14700  BKNWA @ 68.68 #+15145552170  
Sell 16500  BKNWA @ 68.75 #+15145553487 
Sell 34880  BKNWA @ 68.56 #+15145555115 
Sell 42560  BKNWA @ 68.14 #+15145550147 
Buy 18610  BKNWA @ 67.79 #+15145558285  
Buy 19540  BKNWA @ 67.45 #+15145551784  
Sell 13030  BKNWA @ 67.66 #+15145555106 
Sell 13150  BKNWA @ 68.46 #+15145554131 
Buy 24160  BKNWA @ 68.33 #+15145552552  
Buy 20730  BKNWA @ 68.87 #+15145556403  
Buy 14110  BKNWA @ 68.58 #+15145551964  
Buy 10110  BKNWA @ 68.86 #+15145557959  
Buy 20890  BKNWA @ 69.29 #+15145557423  
Sell 16170  BKNWA @ 68.99 #+15145555744 
Sell 17280  BKNWA @ 69.12 #+15145558890 
Buy 73980  BKNWA @ 69.45 #+15145554108  
Buy 14230  BKNWA @ 69.85 #+15145552998  
Sell 15230  BKNWA @ 69.78 #+15145555177 
Buy 21640  BKNWA @ 69.9 #+15145550900   
Buy 29770  BKNWA @ 68.57 #+15145556796  
Buy 37600  BKNWA @ 68.68 #+15145550741  
Sell 14550  BKNWA @ 68.92 #+15145550850 
Buy 18060  BKNWA @ 68.94 #+15145550491  
Buy 22000  BKNWA @ 68.06 #+15145558929  
Sell 17480  BKNWA @ 68.28 #+15145553281 
Buy 11730  BKNWA @ 68.72 #+15145559130  
Sell 13850  BKNWA @ 68.86 #+15145552105 
Sell 27520  BKNWA @ 69 #+15145550086    
Buy 33020  BKNWA @ 69.56 #+15145552800  
Sell 19420  BKNWA @ 70.15 #+15145550106 
Sell 20300  BKNWA @ 69.62 #+15145551079 
Buy 22500  BKNWA @ 69.02 #+15145557433  
Sell 40590  BKNWA @ 69.09 #+15145552681 
Sell 39340  BKNWA @ 68.42 #+15145559455 
Buy 31590  BKNWA @ 68.31 #+15145555743  
Sell 25510  BKNWA @ 68.58 #+15145556295 
Buy 18140  BKNWA @ 69.3 #+15145552923   
Sell 25430  BKNWA @ 68.61 #+15145552818 
Sell 31890  BKNWA @ 69.1 #+15145553068  
Sell 21840  BKNWA @ 69.38 #+15145552871 
Buy 35870  BKNWA @ 69.03 #+15145558157  
Sell 42470  BKNWA @ 68.98 #+15145553426 
Buy 35330  BKNWA @ 69.05 #+15145554822  
Sell 34700  BKNWA @ 69.88 #+15145558098 
Sell 42200  BKNWA @ 69.7 #+15145558963  
Sell 42500  BKNWA @ 70.02 #+15145555929 
Sell 38600  BKNWA @ 69.95 #+15145556633 
Buy 31780  BKNWA @ 69.81 #+15145553974  
Buy 26760  BKNWA @ 69.07 #+15145555549  
Sell 54300  BKNWA @ 68.35 #+15145550378 
Sell 72750  BKNWA @ 68.78 #+15145553759 
Sell 72040  BKNWA @ 68.72 #+15145553974 
Sell 43890  BKNWA @ 68.95 #+15145555417 
Buy 39420  BKNWA @ 68.63 #+15145554731  
Sell 18810  BKNWA @ 69.17 #+15145552738 
Sell 21260  BKNWA @ 69.03 #+15145550833 
Buy 19130  BKNWA @ 69.76 #+15145553739  
Sell 37220  BKNWA @ 69.93 #+15145554095 
Buy 39090  BKNWA @ 69.54 #+15145550232  
Sell 21560  BKNWA @ 70.28 #+15145558124 
Sell 31450  BKNWA @ 69.95 #+15145556369 
Buy 42620  BKNWA @ 69.11 #+15145557696  
Buy 47880  BKNWA @ 68.7 #+15145554847   
Sell 52150  BKNWA @ 69.08 #+15145553637 
Sell 52660  BKNWA @ 68.37 #+15145558542 
Buy 43820  BKNWA @ 69.12 #+15145555993  
Sell 33460  BKNWA @ 68.8 #+15145552190  
Buy 19080  BKNWA @ 68.96 #+15145556385  
Sell 11950  BKNWA @ 68.52 #+15145553905 
Sell 12730  BKNWA @ 68.32 #+15145551791 
Sell 12620  BKNWA @ 68.34 #+15145550351 
Sell 12860  BKNWA @ 68.31 #+15145550923 
Sell 24860  BKNWA @ 67.98 #+15145551074 
Buy 29890  BKNWA @ 67.75 #+15145554802  
Sell 22780  BKNWA @ 67.93 #+15145554722 
Buy 25790  BKNWA @ 68.2 #+15145559368   
Sell 17350  BKNWA @ 68.27 #+15145552335 
Sell 14450  BKNWA @ 67.99 #+15145552695 
Buy 9150  BKNWA @ 67.94 #+15145555232   
Sell 13730  BKNWA @ 68.48 #+15145556186 
Buy 14290  BKNWA @ 69.19 #+15145552866  
Sell 35020  BKNWA @ 70.38 #+15145554697 
Buy 55140  BKNWA @ 70.68 #+15145552882  
Sell 23580  BKNWA @ 70.42 #+15145558782 
Sell 20820  BKNWA @ 70.54 #+15145551605 
Buy 15160  BKNWA @ 70.57 #+15145557723  
Sell 5730  BKNWA @ 70.14 #+15145557705  
Sell 10740  BKNWA @ 69.96 #+15145556673 
Sell 5330  BKNWA @ 70.17 #+15145550813  
Buy 11890  BKNWA @ 70.26 #+15145558324  
Sell 4700  BKNWA @ 70.49 #+15145555588  
Buy 8820  BKNWA @ 70.24 #+15145552292   
Buy 10760  BKNWA @ 69.71 #+15145557736  
Buy 15530  BKNWA @ 70.49 #+15145554597  
Buy 4840  BKNWA @ 70.85 #+15145559972   
Sell 5990  BKNWA @ 70.33 #+15145559480  
Sell 10490  BKNWA @ 69.52 #+15145553947 
Buy 1810  BKNWA @ 69.42 #+15145557264   
Buy 5000  BKNWA @ 69.23 #+15145553198   
Sell 17320  BKNWA @ 69.18 #+15145550413 
Buy 8290  BKNWA @ 69.35 #+15145552183   
Sell 11570  BKNWA @ 68.58 #+15145556309 
Buy 4930  BKNWA @ 68.53 #+15145550127   
Sell 12250  BKNWA @ 69.23 #+15145553444 
Buy 6260  BKNWA @ 69.54 #+15145556387   
Sell 4540  BKNWA @ 70.23 #+15145550547  
Sell 6350  BKNWA @ 70.63 #+15145551036  
Sell 6970  BKNWA @ 71.1 #+15145557902   
Sell 7060  BKNWA @ 70.84 #+15145551965  
Sell 11600  BKNWA @ 71.05 #+15145553130 
Sell 11200  BKNWA @ 71.38 #+15145551394 
Buy 9370  BKNWA @ 71.39 #+15145559182   
Sell 10760  BKNWA @ 70.99 #+15145553551 
Sell 8310  BKNWA @ 70.61 #+15145554510  
Sell 10370  BKNWA @ 69.48 #+15145551743 
Sell 3910  BKNWA @ 69.54 #+15145559304  
Sell 9980  BKNWA @ 69.2 #+15145559331   
Sell 3490  BKNWA @ 70.15 #+15145554494  
Sell 4740  BKNWA @ 69.21 #+15145555359  
Buy 6010  BKNWA @ 68.37 #+15145554353   
Buy 5630  BKNWA @ 68.85 #+15145556867   
Buy 10190  BKNWA @ 68.83 #+15145559813  
Buy 9310  BKNWA @ 69.18 #+15145554357   
Buy 12060  BKNWA @ 69.88 #+15145558510  
Buy 5630  BKNWA @ 70.67 #+15145555515   
Sell 10320  BKNWA @ 70.44 #+15145553917 
Sell 5900  BKNWA @ 69.82 #+15145557618  
Sell 8380  BKNWA @ 69.96 #+15145559442  
Buy 4900  BKNWA @ 70.04 #+15145558267   
Sell 6440  BKNWA @ 69.63 #+15145558503  
Sell 10630  BKNWA @ 69.06 #+15145557566 
Buy 4180  BKNWA @ 69.15 #+15145553963   
Buy 9240  BKNWA @ 68.99 #+15145555727   
Sell 9170  BKNWA @ 68.58 #+15145558224  
Sell 3730  BKNWA @ 69.23 #+15145553231  
Sell 11160  BKNWA @ 69.45 #+15145558440 
Sell 5520  BKNWA @ 69.91 #+15145550413  
Sell 8730  BKNWA @ 68.15 #+15145553610  
Sell 3820  BKNWA @ 68.4 #+15145556694   
Buy 10430  BKNWA @ 68.26 #+15145556370  
Buy 4340  BKNWA @ 67.97 #+15145555725   
