Sell 5250  BOOMY @ 98.82 #+15145555318  
Buy 20530  BOOMY @ 52.29 #+15145553969  
Sell 16770  BOOMY @ 51.93 #+15145550313 
Sell 27160  BOOMY @ 52.12 #+15145557648 
Buy 16130  BOOMY @ 51.83 #+15145556755  
Buy 22130  BOOMY @ 52 #+15145553925     
Buy 25880  BOOMY @ 52.51 #+15145550697  
Buy 23220  BOOMY @ 52.3 #+15145553907   
Buy 22080  BOOMY @ 51.9 #+15145556141   
Sell 11200  BOOMY @ 51.97 #+15145550040 
Sell 27550  BOOMY @ 52.04 #+15145554751 
Buy 27950  BOOMY @ 52.22 #+15145555202  
Buy 11100  BOOMY @ 51.85 #+15145553010  
Sell 21160  BOOMY @ 51.74 #+15145556190 
Buy 32830  BOOMY @ 51.71 #+15145559003  
Buy 42860  BOOMY @ 51.6 #+15145555397   
Buy 17340  BOOMY @ 51.26 #+15145554910  
Sell 24170  BOOMY @ 51.12 #+15145554400 
Sell 16800  BOOMY @ 51.41 #+15145552446 
Sell 20430  BOOMY @ 51.25 #+15145558509 
Sell 24770  BOOMY @ 51.8 #+15145556442  
Sell 25430  BOOMY @ 51.46 #+15145551332 
Buy 10950  BOOMY @ 51.25 #+15145555731  
Sell 16480  BOOMY @ 50.91 #+15145555270 
Sell 21330  BOOMY @ 50.73 #+15145551874 
Buy 23830  BOOMY @ 51.06 #+15145552711  
Sell 17120  BOOMY @ 50.89 #+15145551387 
Sell 71690  BOOMY @ 51.33 #+15145559334 
Sell 10300  BOOMY @ 51.53 #+15145551008 
Buy 16280  BOOMY @ 51.5 #+15145550782   
Sell 21280  BOOMY @ 51.61 #+15145559806 
Sell 31250  BOOMY @ 51.88 #+15145554013 
Buy 28980  BOOMY @ 51.86 #+15145550069  
Buy 10380  BOOMY @ 52.04 #+15145557116  
Sell 12870  BOOMY @ 52.52 #+15145552409 
Sell 23800  BOOMY @ 52.3 #+15145552328  
Sell 16640  BOOMY @ 52.24 #+15145558014 
Sell 9730  BOOMY @ 52.32 #+15145553255  
Buy 8780  BOOMY @ 52.54 #+15145550635   
Sell 27010  BOOMY @ 52.22 #+15145558623 
Buy 27550  BOOMY @ 52.04 #+15145551954  
Sell 22970  BOOMY @ 51.85 #+15145551855 
Sell 23560  BOOMY @ 51.81 #+15145559642 
Sell 25270  BOOMY @ 52.17 #+15145551423 
Sell 37530  BOOMY @ 52.39 #+15145552960 
Buy 34890  BOOMY @ 52.51 #+15145552941  
Sell 31370  BOOMY @ 52.77 #+15145557379 
Sell 28410  BOOMY @ 52.73 #+15145550401 
Buy 17930  BOOMY @ 52.43 #+15145557786  
Buy 29960  BOOMY @ 53.39 #+15145556120  
Sell 25930  BOOMY @ 53.67 #+15145555714 
Buy 13920  BOOMY @ 53.82 #+15145550382  
Sell 32310  BOOMY @ 53.89 #+15145557620 
Buy 47980  BOOMY @ 53.81 #+15145551898  
Sell 37290  BOOMY @ 54.05 #+15145552601 
Sell 37260  BOOMY @ 54.45 #+15145556686 
Sell 41130  BOOMY @ 54.55 #+15145555703 
Buy 41740  BOOMY @ 54.47 #+15145556323  
Buy 38820  BOOMY @ 54.92 #+15145559461  
Sell 38120  BOOMY @ 55.13 #+15145552818 
Sell 22730  BOOMY @ 54.89 #+15145555755 
Sell 48600  BOOMY @ 54.53 #+15145558560 
Buy 63730  BOOMY @ 54.79 #+15145557336  
Sell 68550  BOOMY @ 55.1 #+15145550596  
Sell 45720  BOOMY @ 55.95 #+15145555885 
Sell 34480  BOOMY @ 55.44 #+15145551603 
Sell 17920  BOOMY @ 55.83 #+15145550011 
Sell 17740  BOOMY @ 56.03 #+15145559203 
Sell 14810  BOOMY @ 55.23 #+15145556895 
Sell 36540  BOOMY @ 54.77 #+15145559153 
Buy 36850  BOOMY @ 54.9 #+15145558003   
Buy 26550  BOOMY @ 55.34 #+15145555396  
Sell 32260  BOOMY @ 55.49 #+15145553562 
Buy 43280  BOOMY @ 55.53 #+15145553028  
Sell 47800  BOOMY @ 55.58 #+15145559292 
Buy 51860  BOOMY @ 55.71 #+15145555981  
Sell 48070  BOOMY @ 55.59 #+15145550530 
Buy 49790  BOOMY @ 55.72 #+15145553135  
Buy 30820  BOOMY @ 56.17 #+15145550805  
Buy 16740  BOOMY @ 56.38 #+15145559620  
Sell 4070  BOOMY @ 56.56 #+15145556476  
Buy 15380  BOOMY @ 56.62 #+15145552244  
Buy 18280  BOOMY @ 56.22 #+15145555334  
Sell 9290  BOOMY @ 56.22 #+15145556784  
Sell 24210  BOOMY @ 56.31 #+15145551667 
Sell 27530  BOOMY @ 56.42 #+15145553497 
Sell 23330  BOOMY @ 56.82 #+15145551659 
Buy 26960  BOOMY @ 57.22 #+15145553596  
Buy 21570  BOOMY @ 56.99 #+15145555455  
Sell 13030  BOOMY @ 57.26 #+15145557087 
Sell 12340  BOOMY @ 57.45 #+15145558706 
Sell 10800  BOOMY @ 57.25 #+15145554207 
Buy 17470  BOOMY @ 56.78 #+15145552904  
Buy 34380  BOOMY @ 56.73 #+15145558342  
Buy 54100  BOOMY @ 56.87 #+15145559494  
Sell 27910  BOOMY @ 56.96 #+15145554533 
Sell 19900  BOOMY @ 57.19 #+15145551586 
Sell 14010  BOOMY @ 58.09 #+15145553547 
Buy 5240  BOOMY @ 57.8 #+15145557842    
Buy 11030  BOOMY @ 57.53 #+15145552803  
Buy 12620  BOOMY @ 57.66 #+15145558812  
Buy 5290  BOOMY @ 57.53 #+15145551358   
Sell 6640  BOOMY @ 58.33 #+15145552104  
Buy 7850  BOOMY @ 57.83 #+15145552111   
Sell 14240  BOOMY @ 57.44 #+15145550468 
Sell 11200  BOOMY @ 57.72 #+15145553642 
Buy 10010  BOOMY @ 57.77 #+15145552549  
Sell 7560  BOOMY @ 58.61 #+15145557707  
Sell 6270  BOOMY @ 58.52 #+15145555127  
Buy 1340  BOOMY @ 58.19 #+15145557324   
Buy 8270  BOOMY @ 57.6 #+15145558661    
Sell 17250  BOOMY @ 58.19 #+15145556143 
Buy 14820  BOOMY @ 58.42 #+15145557591  
Sell 10440  BOOMY @ 58.29 #+15145557314 
Sell 12570  BOOMY @ 58.29 #+15145552782 
Sell 8930  BOOMY @ 58.53 #+15145554498  
Sell 11230  BOOMY @ 58.54 #+15145559252 
Sell 12970  BOOMY @ 58.49 #+15145557347 
Sell 7910  BOOMY @ 58.5 #+15145550967   
Sell 8590  BOOMY @ 58.56 #+15145552819  
Sell 11320  BOOMY @ 58.27 #+15145555757 
Sell 6280  BOOMY @ 57.9 #+15145558617   
Sell 7100  BOOMY @ 58.06 #+15145554976  
Sell 7280  BOOMY @ 58.44 #+15145557177  
Sell 8080  BOOMY @ 58.35 #+15145552521  
Buy 6010  BOOMY @ 57.65 #+15145558985   
Buy 3580  BOOMY @ 57.78 #+15145551409   
Buy 5480  BOOMY @ 57.53 #+15145551667   
Buy 8310  BOOMY @ 57.29 #+15145553733   
Sell 12590  BOOMY @ 57.07 #+15145553241 
Sell 8150  BOOMY @ 57.94 #+15145550296  
Buy 8100  BOOMY @ 58.36 #+15145552262   
Sell 2440  BOOMY @ 58.28 #+15145556771  
Buy 2480  BOOMY @ 58.23 #+15145558687   
Sell 7050  BOOMY @ 58.67 #+15145555949  
Buy 6370  BOOMY @ 59.02 #+15145550220   
Buy 9960  BOOMY @ 59.09 #+15145556088   
Buy 6260  BOOMY @ 58.46 #+15145557627   
Buy 10100  BOOMY @ 58.48 #+15145557640  
Buy 10480  BOOMY @ 58.71 #+15145551229  
Sell 4680  BOOMY @ 59.01 #+15145559942  
Buy 8140  BOOMY @ 58.89 #+15145550823   
Buy 6100  BOOMY @ 59.45 #+15145554904   
Sell 6170  BOOMY @ 59.79 #+15145556360  
Sell 7120  BOOMY @ 59.09 #+15145559549  
Sell 9910  BOOMY @ 59.66 #+15145550191  
Sell 9700  BOOMY @ 59.92 #+15145556869  
Sell 6510  BOOMY @ 59.96 #+15145551911  
Buy 7690  BOOMY @ 60.27 #+15145554004   
Buy 9020  BOOMY @ 59.99 #+15145559953   
Sell 290  BOOMY @ 60.3 #+15145559542    
Buy 6860  BOOMY @ 59.94 #+15145557909   
Buy 9250  BOOMY @ 59.91 #+15145559538   
Buy 6050  BOOMY @ 59.48 #+15145559760   
Buy 9430  BOOMY @ 59.15 #+15145554634   
Sell 15470  BOOMY @ 58.81 #+15145551171 
Sell 11580  BOOMY @ 59.38 #+15145553045 
Buy 12650  BOOMY @ 59.2 #+15145551454   
Sell 6050  BOOMY @ 59.05 #+15145551102  
Sell 9750  BOOMY @ 58.66 #+15145556203  
Buy 10460  BOOMY @ 58.53 #+15145553330  
Buy 8980  BOOMY @ 57.87 #+15145552555   
Sell 7800  BOOMY @ 57.78 #+15145552694  
Buy 6760  BOOMY @ 58.06 #+15145557716   
Sell 7350  BOOMY @ 57.54 #+15145559209  
Sell 8230  BOOMY @ 57.67 #+15145550532  
Buy 11690  BOOMY @ 57.11 #+15145557192  
Buy 3060  BOOMY @ 57.17 #+15145558117   
Buy 7990  BOOMY @ 57.21 #+15145555022   
Sell 13790  BOOMY @ 57.27 #+15145557586 
Buy 9300  BOOMY @ 57.73 #+15145553450   
Sell 3980  BOOMY @ 58.21 #+15145554202  
Buy 7810  BOOMY @ 58.28 #+15145556324   
Sell 14990  BOOMY @ 58.1 #+15145557014  
Sell 5830  BOOMY @ 58.07 #+15145551044  
Sell 4530  BOOMY @ 58.06 #+15145553938  
Buy 8970  BOOMY @ 58.64 #+15145558535   
Sell 7900  BOOMY @ 58.92 #+15145552044  
Buy 10320  BOOMY @ 58.97 #+15145558484  
Buy 4900  BOOMY @ 58.98 #+15145552701   
Buy 11890  BOOMY @ 59.36 #+15145556621  
Buy 13130  BOOMY @ 59.07 #+15145558004  
Sell 5740  BOOMY @ 58.61 #+15145555593  
Sell 4460  BOOMY @ 57.95 #+15145558864  
Buy 10820  BOOMY @ 58.11 #+15145552042  
Buy 11470  BOOMY @ 58.1 #+15145559174   
Sell 11430  BOOMY @ 58.37 #+15145550994 
Buy 5170  BOOMY @ 58.39 #+15145551868   
Sell 12210  BOOMY @ 58.14 #+15145559663 
Buy 3550  BOOMY @ 58.95 #+15145556966   
Sell 10080  BOOMY @ 59 #+15145557077    
Sell 9820  BOOMY @ 59.04 #+15145553449  
Buy 8460  BOOMY @ 59.21 #+15145557951   
Sell 5510  BOOMY @ 58.94 #+15145559420  
Buy 12050  BOOMY @ 58.52 #+15145557458  
Sell 13960  BOOMY @ 58.44 #+15145551048 
Sell 9310  BOOMY @ 58.35 #+15145558332  
Sell 12930  BOOMY @ 58.3 #+15145552116  
Buy 16200  BOOMY @ 57.82 #+15145554619  
Sell 10490  BOOMY @ 58.48 #+15145555737 
Sell 16220  BOOMY @ 58.62 #+15145554095 
Sell 15930  BOOMY @ 59.07 #+15145554073 
Buy 12310  BOOMY @ 58.62 #+15145558990  
Buy 10380  BOOMY @ 58.41 #+15145555250  
Sell 7990  BOOMY @ 59.2 #+15145554744   
Buy 5850  BOOMY @ 59.26 #+15145558192   
Sell 6900  BOOMY @ 59.67 #+15145553327  
Sell 13460  BOOMY @ 59.52 #+15145558116 
Sell 12430  BOOMY @ 59.78 #+15145558959 
Sell 10970  BOOMY @ 59.62 #+15145559726 
Sell 12400  BOOMY @ 59.78 #+15145553441 
Buy 8390  BOOMY @ 59.47 #+15145559249   
Sell 14590  BOOMY @ 59.38 #+15145552323 
Sell 4860  BOOMY @ 60.34 #+15145552500  
Sell 13110  BOOMY @ 60.3 #+15145557083  
Sell 18870  BOOMY @ 60.52 #+15145554834 
Sell 8310  BOOMY @ 60.55 #+15145553447  
Sell 11780  BOOMY @ 60.97 #+15145559188 
Sell 8170  BOOMY @ 61.04 #+15145555154  
Sell 9100  BOOMY @ 60.85 #+15145553177  
Sell 4980  BOOMY @ 60.17 #+15145558535  
Buy 9570  BOOMY @ 60.34 #+15145551498   
Buy 7190  BOOMY @ 60.59 #+15145550467   
Sell 11800  BOOMY @ 60.88 #+15145557405 
Sell 7840  BOOMY @ 61.69 #+15145550623  
Sell 6230  BOOMY @ 60.9 #+15145558676   
Buy 13640  BOOMY @ 61.41 #+15145554602  
Sell 15710  BOOMY @ 61.53 #+15145557542 
Buy 3750  BOOMY @ 62.19 #+15145558573   
Buy 9150  BOOMY @ 61.97 #+15145559145   
Sell 7490  BOOMY @ 61.63 #+15145558698  
Sell 12670  BOOMY @ 61.46 #+15145551925 
Sell 6580  BOOMY @ 61.36 #+15145551414  
Buy 14960  BOOMY @ 61.17 #+15145558767  
Buy 12010  BOOMY @ 61.11 #+15145551906  
Buy 5160  BOOMY @ 61.33 #+15145556675   
Sell 11170  BOOMY @ 61.14 #+15145558068 
Buy 7800  BOOMY @ 61.41 #+15145558168   
Sell 8730  BOOMY @ 61.91 #+15145552920  
Buy 5880  BOOMY @ 62.04 #+15145552410   
Sell 12360  BOOMY @ 61.83 #+15145552634 
Sell 5790  BOOMY @ 61.85 #+15145557020  
Buy 19680  BOOMY @ 62.76 #+15145555820  
Buy 14120  BOOMY @ 62.66 #+15145553896  
Buy 8450  BOOMY @ 62.29 #+15145551459   
Buy 7810  BOOMY @ 61.96 #+15145554149   
Buy 5880  BOOMY @ 62.17 #+15145554498   
Sell 13830  BOOMY @ 62.37 #+15145551496 
Sell 13300  BOOMY @ 62.45 #+15145553388 
Buy 12620  BOOMY @ 63.07 #+15145559753  
Sell 9290  BOOMY @ 62.69 #+15145551742  
Sell 12830  BOOMY @ 62.93 #+15145552837 
Buy 10660  BOOMY @ 62.65 #+15145559446  
Buy 10580  BOOMY @ 63.24 #+15145559261  
Buy 5590  BOOMY @ 62.26 #+15145553692   
Buy 12620  BOOMY @ 61.86 #+15145556449  
Buy 5560  BOOMY @ 60.94 #+15145553681   
Sell 5640  BOOMY @ 61.32 #+15145551345  
Sell 5850  BOOMY @ 61.42 #+15145554484  
Sell 10250  BOOMY @ 61.75 #+15145558431 
Buy 8310  BOOMY @ 61.31 #+15145557878   
Sell 10120  BOOMY @ 61.74 #+15145550350 
Buy 8730  BOOMY @ 61.51 #+15145559495   
Sell 4170  BOOMY @ 61.5 #+15145553026   
Sell 11620  BOOMY @ 61.69 #+15145551441 
Sell 10430  BOOMY @ 62.88 #+15145554775 
Sell 15070  BOOMY @ 62.63 #+15145557135 
Buy 11580  BOOMY @ 63.15 #+15145556430  
Sell 15160  BOOMY @ 62.72 #+15145556154 
Sell 9750  BOOMY @ 62.16 #+15145551308  
Buy 14530  BOOMY @ 62.05 #+15145555615  
Sell 10880  BOOMY @ 61.64 #+15145557005 
Buy 10410  BOOMY @ 61.92 #+15145553773  
Buy 5160  BOOMY @ 62.22 #+15145558548   
Buy 9140  BOOMY @ 61.93 #+15145552909   
Sell 17440  BOOMY @ 61.92 #+15145555843 
Sell 9940  BOOMY @ 61.97 #+15145555809  
Sell 13300  BOOMY @ 61.74 #+15145551747 
Sell 20630  BOOMY @ 61.34 #+15145557901 
Buy 22460  BOOMY @ 61.91 #+15145552503  
Sell 16820  BOOMY @ 62.41 #+15145552016 
Buy 6820  BOOMY @ 63.23 #+15145559716   
Buy 7220  BOOMY @ 62.65 #+15145551458   
Buy 7090  BOOMY @ 63.03 #+15145550760   
Sell 10380  BOOMY @ 62.77 #+15145551339 
Buy 3540  BOOMY @ 62.89 #+15145550149   
Sell 11350  BOOMY @ 62.42 #+15145556383 
Buy 3580  BOOMY @ 62.13 #+15145551691   
Buy 9910  BOOMY @ 62.43 #+15145552546   
Sell 3470  BOOMY @ 62.27 #+15145555574  
Sell 6360  BOOMY @ 62.33 #+15145555867  
Buy 5760  BOOMY @ 62.73 #+15145559729   
Buy 8340  BOOMY @ 61.99 #+15145557007   
Sell 7310  BOOMY @ 61.96 #+15145554445  
Sell 11900  BOOMY @ 61.77 #+15145551647 
Buy 8340  BOOMY @ 62.26 #+15145550699   
Sell 5520  BOOMY @ 62.86 #+15145558577  
Sell 12940  BOOMY @ 62.33 #+15145554476 
Buy 11290  BOOMY @ 62.85 #+15145557714  
Buy 8770  BOOMY @ 62.66 #+15145552955   
Buy 4970  BOOMY @ 63.38 #+15145556974   
Sell 11760  BOOMY @ 63.46 #+15145555558 
Sell 7630  BOOMY @ 63.1 #+15145551765   
Buy 6030  BOOMY @ 62.85 #+15145550633   
Sell 11820  BOOMY @ 62.79 #+15145556224 
Sell 9500  BOOMY @ 63.71 #+15145550794  
Sell 13220  BOOMY @ 63.34 #+15145558513 
Buy 15420  BOOMY @ 62.62 #+15145554913  
Buy 4920  BOOMY @ 62.76 #+15145551324   
Buy 11140  BOOMY @ 63.27 #+15145554742  
Sell 19080  BOOMY @ 63.41 #+15145556704 
Sell 16480  BOOMY @ 62.74 #+15145552545 
Sell 17360  BOOMY @ 63.07 #+15145555555 
Buy 14300  BOOMY @ 62.75 #+15145559136  
Sell 8540  BOOMY @ 63.19 #+15145556042  
Sell 19520  BOOMY @ 62.92 #+15145555298 
Sell 10540  BOOMY @ 63.28 #+15145553890 
Sell 11710  BOOMY @ 63.09 #+15145550370 
Sell 6170  BOOMY @ 63 #+15145557384     
Buy 10050  BOOMY @ 63.25 #+15145557088  
Sell 12030  BOOMY @ 63.6 #+15145553017  
Buy 10200  BOOMY @ 63.47 #+15145557480  
Buy 10060  BOOMY @ 63.6 #+15145559328   
Buy 6210  BOOMY @ 63.27 #+15145555596   
Buy 9080  BOOMY @ 63.32 #+15145556503   
Buy 12700  BOOMY @ 63.29 #+15145550422  
Sell 13720  BOOMY @ 63.46 #+15145554172 
Sell 6910  BOOMY @ 63.46 #+15145555008  
Sell 10700  BOOMY @ 63.45 #+15145550371 
Sell 6180  BOOMY @ 63.27 #+15145556464  
Buy 11820  BOOMY @ 63.66 #+15145559981  
Sell 14970  BOOMY @ 63.47 #+15145553746 
Sell 13340  BOOMY @ 62.93 #+15145555862 
Buy 8180  BOOMY @ 63.2 #+15145558695    
Buy 4690  BOOMY @ 63.29 #+15145550414   
Buy 11150  BOOMY @ 62.92 #+15145550553  
Buy 13350  BOOMY @ 62.93 #+15145558534  
Sell 8520  BOOMY @ 62.51 #+15145559476  
Sell 17050  BOOMY @ 61.84 #+15145551148 
Buy 11710  BOOMY @ 62.03 #+15145555112  
Sell 14160  BOOMY @ 62.27 #+15145554718 
Buy 9270  BOOMY @ 62.09 #+15145558098   
Buy 9710  BOOMY @ 62.5 #+15145558508    
Sell 14960  BOOMY @ 62.57 #+15145556881 
Buy 14980  BOOMY @ 62.55 #+15145555364  
Sell 14020  BOOMY @ 62.58 #+15145550779 
Sell 12230  BOOMY @ 62.29 #+15145558037 
Sell 8260  BOOMY @ 62.01 #+15145551515  
Buy 5960  BOOMY @ 62.39 #+15145559451   
Buy 15440  BOOMY @ 62.46 #+15145557513  
Buy 17040  BOOMY @ 62.19 #+15145550312  
Buy 14380  BOOMY @ 62.42 #+15145555466  
Buy 11890  BOOMY @ 62.45 #+15145555617  
Buy 10710  BOOMY @ 62.05 #+15145556596  
Buy 13570  BOOMY @ 61.57 #+15145550113  
Sell 10770  BOOMY @ 61.7 #+15145554339  
Buy 13690  BOOMY @ 60.87 #+15145559631  
Sell 13000  BOOMY @ 61.51 #+15145554044 
Buy 9920  BOOMY @ 61.17 #+15145552538   
Sell 5800  BOOMY @ 61.41 #+15145556285  
Sell 13740  BOOMY @ 62.1 #+15145550985  
Buy 13600  BOOMY @ 61.98 #+15145551781  
Buy 14220  BOOMY @ 61.83 #+15145552549  
Buy 25770  BOOMY @ 61.88 #+15145555664  
Buy 22100  BOOMY @ 62.24 #+15145552547  
Sell 20380  BOOMY @ 63.04 #+15145551170 
Sell 21800  BOOMY @ 62.54 #+15145556961 
Sell 18410  BOOMY @ 62.42 #+15145553041 
Buy 18310  BOOMY @ 62.59 #+15145558923  
Sell 14860  BOOMY @ 62.28 #+15145554243 
Sell 13750  BOOMY @ 62.56 #+15145555623 
Buy 21000  BOOMY @ 62.51 #+15145554210  
Sell 16320  BOOMY @ 61.63 #+15145553918 
Sell 14560  BOOMY @ 62.18 #+15145550663 
Sell 14200  BOOMY @ 62 #+15145550838    
Sell 18240  BOOMY @ 62.24 #+15145550084 
Sell 20190  BOOMY @ 62.14 #+15145553211 
Sell 18300  BOOMY @ 62.2 #+15145555768  
Sell 23530  BOOMY @ 62.63 #+15145556438 
Buy 12270  BOOMY @ 62.7 #+15145555104   
Sell 11340  BOOMY @ 62.69 #+15145551261 
Sell 6450  BOOMY @ 62.8 #+15145558564   
Sell 13680  BOOMY @ 62.42 #+15145552430 
Buy 8110  BOOMY @ 62.78 #+15145555674   
Buy 12170  BOOMY @ 61.7 #+15145552041   
Sell 6610  BOOMY @ 61.69 #+15145555162  
Buy 7630  BOOMY @ 61.78 #+15145554434   
Sell 11730  BOOMY @ 62.14 #+15145554895 
Buy 10160  BOOMY @ 62.19 #+15145553915  
Sell 7120  BOOMY @ 62.54 #+15145550426  
Sell 11690  BOOMY @ 62.64 #+15145556415 
Sell 11380  BOOMY @ 61.9 #+15145550386  
Buy 12360  BOOMY @ 62.7 #+15145558224   
Sell 10930  BOOMY @ 62.5 #+15145559680  
Sell 11200  BOOMY @ 62.35 #+15145558561 
Buy 14190  BOOMY @ 61.57 #+15145559474  
Sell 9920  BOOMY @ 61.63 #+15145551035  
Sell 8970  BOOMY @ 61.63 #+15145553423  
Sell 13750  BOOMY @ 61.93 #+15145557358 
Buy 14410  BOOMY @ 61.65 #+15145557968  
Sell 14320  BOOMY @ 61.46 #+15145559158 
Buy 16700  BOOMY @ 62.1 #+15145556721   
Buy 12250  BOOMY @ 62 #+15145554578     
Sell 12380  BOOMY @ 61.77 #+15145550885 
Sell 9580  BOOMY @ 61.1 #+15145554653   
Sell 4240  BOOMY @ 60.28 #+15145559174  
Buy 10440  BOOMY @ 60.03 #+15145558399  
Buy 11910  BOOMY @ 60.14 #+15145555644  
Buy 15000  BOOMY @ 60.06 #+15145558381  
Sell 12610  BOOMY @ 60.3 #+15145551977  
Buy 10780  BOOMY @ 60.08 #+15145558530  
Sell 11630  BOOMY @ 60.21 #+15145557723 
Sell 6110  BOOMY @ 60.09 #+15145555589  
Sell 11650  BOOMY @ 59.92 #+15145550634 
Sell 8650  BOOMY @ 59.96 #+15145559016  
Buy 9520  BOOMY @ 60.12 #+15145554813   
Buy 7460  BOOMY @ 59.76 #+15145554395   
Buy 11360  BOOMY @ 60.3 #+15145551183   
Buy 17080  BOOMY @ 59.23 #+15145559903  
Buy 24100  BOOMY @ 59.1 #+15145550106   
Buy 13190  BOOMY @ 58.44 #+15145551553  
Sell 10280  BOOMY @ 58.45 #+15145558583 
Buy 15940  BOOMY @ 59.33 #+15145550042  
Buy 21590  BOOMY @ 58.91 #+15145552316  
Buy 9910  BOOMY @ 58.05 #+15145559776   
Sell 15700  BOOMY @ 58.31 #+15145554232 
Buy 21950  BOOMY @ 57.44 #+15145555404  
Sell 21100  BOOMY @ 57.18 #+15145559002 
Buy 15300  BOOMY @ 57.18 #+15145553653  
Sell 11180  BOOMY @ 57.25 #+15145559393 
Buy 11770  BOOMY @ 57.44 #+15145551069  
Buy 7660  BOOMY @ 57.52 #+15145554388   
Buy 9900  BOOMY @ 57.98 #+15145559857   
Sell 19890  BOOMY @ 58.47 #+15145555978 
Buy 20380  BOOMY @ 59.2 #+15145556514   
Buy 13400  BOOMY @ 59.44 #+15145556235  
Sell 5700  BOOMY @ 59.5 #+15145555672   
Sell 8190  BOOMY @ 59.75 #+15145556201  
Buy 13430  BOOMY @ 59.75 #+15145553855  
Buy 15490  BOOMY @ 59.54 #+15145550456  
Sell 19000  BOOMY @ 59.66 #+15145552312 
Buy 18470  BOOMY @ 60.03 #+15145555299  
Buy 22040  BOOMY @ 59.55 #+15145554722  
Sell 14420  BOOMY @ 59.61 #+15145554683 
Buy 11840  BOOMY @ 59.5 #+15145555018   
Buy 7190  BOOMY @ 59.7 #+15145552066    
Sell 14520  BOOMY @ 59.93 #+15145559742 
Sell 10300  BOOMY @ 59.35 #+15145554674 
Sell 15790  BOOMY @ 59.8 #+15145555635  
Buy 9390  BOOMY @ 60.24 #+15145552687   
Sell 13140  BOOMY @ 60.4 #+15145553303  
Buy 14960  BOOMY @ 60.33 #+15145553220  
Sell 14070  BOOMY @ 60.54 #+15145552923 
Sell 15310  BOOMY @ 60.44 #+15145556959 
Sell 11830  BOOMY @ 60.22 #+15145559796 
Buy 28610  BOOMY @ 60.69 #+15145555873  
Sell 10400  BOOMY @ 60.88 #+15145550361 
Sell 17360  BOOMY @ 61.09 #+15145556888 
Buy 10980  BOOMY @ 60.79 #+15145556080  
Sell 16470  BOOMY @ 60.35 #+15145556452 
Sell 6260  BOOMY @ 60.54 #+15145556758  
Buy 8110  BOOMY @ 61.05 #+15145557239   
Sell 8800  BOOMY @ 60.87 #+15145553886  
Sell 13150  BOOMY @ 61.53 #+15145552131 
Sell 14030  BOOMY @ 61.47 #+15145552065 
Buy 7940  BOOMY @ 61.79 #+15145551545   
Sell 5320  BOOMY @ 62.56 #+15145556033  
Buy 6630  BOOMY @ 62.9 #+15145558842    
Buy 6710  BOOMY @ 62.43 #+15145555089   
Sell 11720  BOOMY @ 62.36 #+15145552227 
Sell 17040  BOOMY @ 62.53 #+15145556717 
Buy 19380  BOOMY @ 62.47 #+15145558590  
Sell 20070  BOOMY @ 62.4 #+15145553681  
Sell 17410  BOOMY @ 62.15 #+15145553431 
Buy 13990  BOOMY @ 61.68 #+15145554503  
Buy 11220  BOOMY @ 62.15 #+15145559534  
Sell 11220  BOOMY @ 62.49 #+15145553055 
Buy 13250  BOOMY @ 62.97 #+15145550927  
Sell 6430  BOOMY @ 63.18 #+15145557426  
Buy 13540  BOOMY @ 63.19 #+15145550015  
Sell 18290  BOOMY @ 63.48 #+15145553274 
Buy 19550  BOOMY @ 63.44 #+15145558160  
Sell 18090  BOOMY @ 62.94 #+15145550948 
Buy 9710  BOOMY @ 62.86 #+15145558213   
Sell 7390  BOOMY @ 62.84 #+15145554990  
Sell 8940  BOOMY @ 63.32 #+15145551005  
Sell 8580  BOOMY @ 63.66 #+15145557549  
Buy 14040  BOOMY @ 64.06 #+15145557173  
Sell 10970  BOOMY @ 64.5 #+15145555390  
Buy 10920  BOOMY @ 64.1 #+15145553947   
Buy 11620  BOOMY @ 63.73 #+15145551028  
Sell 10560  BOOMY @ 63.76 #+15145551881 
Buy 16560  BOOMY @ 63.56 #+15145556386  
Buy 10200  BOOMY @ 64.01 #+15145558669  
Buy 7670  BOOMY @ 64.22 #+15145559635   
Sell 13770  BOOMY @ 64.24 #+15145558312 
Sell 14840  BOOMY @ 64.12 #+15145559701 
Buy 9160  BOOMY @ 63.57 #+15145551201   
Sell 8200  BOOMY @ 63.36 #+15145551023  
Sell 7910  BOOMY @ 62.94 #+15145552401  
Buy 14170  BOOMY @ 63.28 #+15145552417  
Buy 17020  BOOMY @ 63.46 #+15145555788  
Sell 23410  BOOMY @ 64.01 #+15145551138 
Buy 14130  BOOMY @ 64.51 #+15145558294  
Sell 14150  BOOMY @ 64.47 #+15145554599 
Sell 16810  BOOMY @ 64.24 #+15145558568 
Buy 14530  BOOMY @ 64.39 #+15145550702  
Sell 12590  BOOMY @ 64.85 #+15145553019 
Sell 13600  BOOMY @ 64.93 #+15145559979 
Buy 18160  BOOMY @ 64.98 #+15145553031  
Buy 7590  BOOMY @ 64.57 #+15145555838   
Buy 5880  BOOMY @ 63.71 #+15145553489   
Buy 5060  BOOMY @ 63.03 #+15145558227   
Buy 12700  BOOMY @ 63.26 #+15145559418  
Sell 6130  BOOMY @ 63.99 #+15145550673  
Sell 8810  BOOMY @ 63.58 #+15145552044  
Buy 2990  BOOMY @ 62.9 #+15145551041    
Buy 9590  BOOMY @ 63.48 #+15145552552   
