Buy 8850  AUKV @ 91.77 #+15145559425
Buy 13820  AUKV @ 196.54 #+15145557336
Buy 5430  AUKV @ 193.53 #+15145554908
Buy 12720  AUKV @ 192.49 #+15145558112
Buy 7980  AUKV @ 197.79 #+15145559651
Buy 15000  AUKV @ 198.76 #+15145550863
Buy 24510  AUKV @ 198.79 #+15145551201
Buy 14890  AUKV @ 201.69 #+15145557381
Sell 13050  AUKV @ 205.04 #+15145558679
Sell 13510  AUKV @ 208.25 #+15145555098
Buy 13280  AUKV @ 209.59 #+15145558666
Buy 9020  AUKV @ 202.49 #+15145555668
Sell 9700  AUKV @ 201.41 #+15145550648
Buy 14620  AUKV @ 205.16 #+15145552508
Buy 12050  AUKV @ 204.19 #+15145559788
Buy 8920  AUKV @ 202.82 #+15145555847
Sell 8580  AUKV @ 193.98 #+15145556520
Sell 7960  AUKV @ 201.32 #+15145551205
Buy 6680  AUKV @ 202.36 #+15145556195
Buy 9280  AUKV @ 204.7 #+15145550227
Sell 9530  AUKV @ 201.61 #+15145551289
Buy 15440  AUKV @ 201.74 #+15145552934
Buy 15380  AUKV @ 210.41 #+15145559283
Sell 24060  AUKV @ 202.33 #+15145556263
Buy 13150  AUKV @ 204.18 #+15145559099
Sell 9460  AUKV @ 209.97 #+15145552454
Sell 11280  AUKV @ 206.09 #+15145552468
Buy 5720  AUKV @ 202.87 #+15145550671
Buy 8880  AUKV @ 200.31 #+15145559998
Sell 7730  AUKV @ 213.36 #+15145554366
Sell 7690  AUKV @ 217.91 #+15145550739
Sell 18720  AUKV @ 217.57 #+15145555285
Sell 17310  AUKV @ 212.26 #+15145550293
Buy 11040  AUKV @ 215.64 #+15145550570
Sell 9890  AUKV @ 217.83 #+15145554002
Sell 7220  AUKV @ 218.99 #+15145555093
Buy 10690  AUKV @ 213.86 #+15145554968
Sell 11290  AUKV @ 220.18 #+15145556128
Buy 18080  AUKV @ 222.24 #+15145553187
Buy 9990  AUKV @ 219.15 #+15145554389
Buy 11180  AUKV @ 225.48 #+15145550012
Buy 11590  AUKV @ 233.4 #+15145559268
Sell 17390  AUKV @ 237.49 #+15145558882
Sell 10220  AUKV @ 237.04 #+15145555655
Sell 9180  AUKV @ 233.06 #+15145557762
Sell 8090  AUKV @ 225.44 #+15145558904
Sell 7660  AUKV @ 221.55 #+15145554604
Buy 10410  AUKV @ 222.5 #+15145558889
Sell 9660  AUKV @ 209.12 #+15145555320
Sell 8350  AUKV @ 201.27 #+15145554356
Sell 5520  AUKV @ 203.38 #+15145556987
Buy 11270  AUKV @ 198.52 #+15145559430
Buy 20440  AUKV @ 202.76 #+15145558366
Buy 17960  AUKV @ 197.64 #+15145551069
Sell 6720  AUKV @ 194.31 #+15145558581
Sell 15900  AUKV @ 199.85 #+15145550760
Sell 17930  AUKV @ 198.83 #+15145558932
Sell 9550  AUKV @ 197.7 #+15145551705
Sell 9000  AUKV @ 191.92 #+15145559052
Buy 15190  AUKV @ 194.28 #+15145552302
Sell 14820  AUKV @ 187.46 #+15145556509
Sell 7120  AUKV @ 193.26 #+15145558171
Buy 14000  AUKV @ 197.55 #+15145557550
Sell 13160  AUKV @ 195.2 #+15145552456
Buy 9490  AUKV @ 194.01 #+15145558601
Sell 6180  AUKV @ 206.63 #+15145555488
Sell 8410  AUKV @ 213.26 #+15145554259
Buy 3100  AUKV @ 213.86 #+15145557492
Sell 10050  AUKV @ 217.24 #+15145552322
Buy 13060  AUKV @ 216.52 #+15145557914
Sell 9210  AUKV @ 215.33 #+15145557419
Sell 5650  AUKV @ 217.47 #+15145553020
Buy 8840  AUKV @ 225.5 #+15145552151
Sell 8790  AUKV @ 228.04 #+15145552758
Sell 14140  AUKV @ 226.18 #+15145555364
Sell 11810  AUKV @ 225.34 #+15145551155
Sell 7170  AUKV @ 227.25 #+15145551798
Buy 12190  AUKV @ 225.15 #+15145553369
Sell 3780  AUKV @ 228.04 #+15145550667
Buy 6370  AUKV @ 229.42 #+15145558940
Buy 7610  AUKV @ 228.78 #+15145552447
Sell 7940  AUKV @ 228.31 #+15145553782
Buy 5000  AUKV @ 227 #+15145559970
Sell 4680  AUKV @ 230.28 #+15145550912
Sell 9250  AUKV @ 226.72 #+15145557985
Sell 9990  AUKV @ 218.78 #+15145554790
Sell 8130  AUKV @ 227.38 #+15145550194
Sell 8850  AUKV @ 234.92 #+15145556584
Sell 10080  AUKV @ 230.95 #+15145559735
Sell 15470  AUKV @ 232.49 #+15145559855
Sell 10000  AUKV @ 239.68 #+15145553727
Buy 8250  AUKV @ 234.92 #+15145550492
Sell 12570  AUKV @ 233.25 #+15145551665
Buy 10040  AUKV @ 232.43 #+15145554460
Sell 8510  AUKV @ 224.46 #+15145558087
Sell 14960  AUKV @ 226.79 #+15145553016
Buy 18360  AUKV @ 222.05 #+15145559098
Sell 10570  AUKV @ 221.38 #+15145557448
Sell 9500  AUKV @ 229.38 #+15145556636
Buy 9920  AUKV @ 231.1 #+15145559155
Buy 12220  AUKV @ 232.32 #+15145552742
Buy 10580  AUKV @ 231.79 #+15145554484
Sell 14770  AUKV @ 233.41 #+15145552403
Buy 12540  AUKV @ 233.13 #+15145554063
Sell 5690  AUKV @ 231.29 #+15145553404
Sell 7250  AUKV @ 242.09 #+15145551837
Sell 8350  AUKV @ 232.92 #+15145551345
Sell 8990  AUKV @ 235.3 #+15145558955
Buy 21810  AUKV @ 231.63 #+15145559505
Buy 14630  AUKV @ 231.34 #+15145554714
Buy 19140  AUKV @ 232.3 #+15145555126
Sell 17760  AUKV @ 226.03 #+15145556551
Buy 24370  AUKV @ 225.72 #+15145555741
Sell 16940  AUKV @ 218.22 #+15145554395
Sell 9130  AUKV @ 220.54 #+15145553879
Buy 6460  AUKV @ 225.77 #+15145557968
Buy 16120  AUKV @ 222.71 #+15145554534
Sell 7530  AUKV @ 221.86 #+15145555206
Buy 16730  AUKV @ 209.55 #+15145558635
Buy 11260  AUKV @ 209.26 #+15145553859
Sell 10610  AUKV @ 216.36 #+15145559782
Sell 13140  AUKV @ 220.48 #+15145551531
Sell 4560  AUKV @ 220.96 #+15145557587
Sell 14190  AUKV @ 233.03 #+15145553653
Sell 8660  AUKV @ 230.41 #+15145559782
Buy 13570  AUKV @ 229.76 #+15145555525
Sell 5520  AUKV @ 235.61 #+15145552206
Sell 14180  AUKV @ 236.64 #+15145556066
Sell 13550  AUKV @ 240.84 #+15145551668
Buy 7660  AUKV @ 237.51 #+15145552274
Sell 12610  AUKV @ 234.98 #+15145554390
Buy 9910  AUKV @ 242.46 #+15145551763
Sell 5110  AUKV @ 238.76 #+15145551729
Sell 9050  AUKV @ 242.94 #+15145554487
Buy 6190  AUKV @ 243.88 #+15145552646
Sell 6340  AUKV @ 244.95 #+15145556533
Buy 13310  AUKV @ 251.95 #+15145554913
Sell 10720  AUKV @ 257.14 #+15145553882
Buy 20210  AUKV @ 250.01 #+15145552685
Sell 14110  AUKV @ 251.47 #+15145550263
Sell 14170  AUKV @ 243.44 #+15145551476
Sell 16000  AUKV @ 247.57 #+15145558714
Sell 10150  AUKV @ 250.75 #+15145559138
Buy 9490  AUKV @ 252.86 #+15145558545
Sell 9820  AUKV @ 247.57 #+15145554276
Sell 6400  AUKV @ 250.27 #+15145550623
Buy 5770  AUKV @ 249.39 #+15145551381
Buy 13840  AUKV @ 259.18 #+15145558068
Buy 9560  AUKV @ 255.65 #+15145553526
Buy 17790  AUKV @ 256.17 #+15145559644
Buy 7410  AUKV @ 262.23 #+15145556583
Buy 14310  AUKV @ 268.77 #+15145558858
Sell 10410  AUKV @ 274.83 #+15145553073
Buy 7080  AUKV @ 278.69 #+15145552742
Buy 15860  AUKV @ 271.98 #+15145553701
Buy 8500  AUKV @ 265.59 #+15145553369
Sell 5400  AUKV @ 265.11 #+15145554068
Sell 19310  AUKV @ 259.34 #+15145550253
Sell 11710  AUKV @ 266.44 #+15145552683
Buy 7920  AUKV @ 266.93 #+15145551909
Buy 17390  AUKV @ 259.88 #+15145552323
Sell 13280  AUKV @ 255.8 #+15145553992
Sell 15620  AUKV @ 253.74 #+15145552332
Buy 11320  AUKV @ 255.94 #+15145558097
Buy 19140  AUKV @ 254.58 #+15145551656
Buy 10770  AUKV @ 245.74 #+15145552107
Buy 13060  AUKV @ 241.85 #+15145550881
Sell 21770  AUKV @ 236.43 #+15145559746
Buy 19530  AUKV @ 234.4 #+15145558832
Sell 29110  AUKV @ 230.9 #+15145551270
Buy 27980  AUKV @ 235.55 #+15145558156
Buy 19270  AUKV @ 245.04 #+15145555442
Sell 18760  AUKV @ 234.63 #+15145558166
Sell 24860  AUKV @ 238.86 #+15145558865
Sell 19100  AUKV @ 246.11 #+15145556560
Buy 11540  AUKV @ 236.42 #+15145550460
Buy 19050  AUKV @ 236.83 #+15145550435
Sell 18040  AUKV @ 234.5 #+15145554595
Sell 29240  AUKV @ 231.62 #+15145551808
Sell 15280  AUKV @ 225.5 #+15145550760
Sell 14620  AUKV @ 224.77 #+15145558466
Buy 15290  AUKV @ 225.58 #+15145551778
Buy 13070  AUKV @ 229.71 #+15145557676
Buy 11330  AUKV @ 229.73 #+15145554043
Buy 12650  AUKV @ 237.48 #+15145555399
Buy 18140  AUKV @ 234.1 #+15145558864
Buy 10490  AUKV @ 234.06 #+15145558453
Sell 9700  AUKV @ 240.14 #+15145550850
Sell 16720  AUKV @ 237.1 #+15145557653
Buy 10740  AUKV @ 234.62 #+15145554311
Buy 11650  AUKV @ 230.42 #+15145550281
Sell 16920  AUKV @ 234.92 #+15145557797
Sell 17950  AUKV @ 243.36 #+15145557693
Sell 18970  AUKV @ 240.09 #+15145553905
Sell 15670  AUKV @ 232.17 #+15145556559
Sell 16520  AUKV @ 226.06 #+15145557701
Buy 22530  AUKV @ 224.44 #+15145553556
Buy 22290  AUKV @ 227.42 #+15145558079
Sell 22830  AUKV @ 215.85 #+15145558882
Buy 15570  AUKV @ 213.89 #+15145558779
Sell 26540  AUKV @ 216.55 #+15145550610
Sell 33260  AUKV @ 221.01 #+15145554684
Buy 24270  AUKV @ 215.91 #+15145557940
Sell 26650  AUKV @ 219.72 #+15145557197
Sell 37280  AUKV @ 219.54 #+15145552766
Sell 20710  AUKV @ 218.81 #+15145558872
Sell 16670  AUKV @ 220.68 #+15145557244
Sell 14260  AUKV @ 222.6 #+15145558434
Sell 19160  AUKV @ 213.81 #+15145551922
Sell 23780  AUKV @ 214.25 #+15145553493
Sell 27930  AUKV @ 209.56 #+15145559662
Buy 21580  AUKV @ 212.52 #+15145558683
Buy 25310  AUKV @ 211 #+15145553181
Buy 19430  AUKV @ 205.63 #+15145556993
Buy 19170  AUKV @ 209.9 #+15145555231
Sell 19260  AUKV @ 207.68 #+15145554120
Buy 20390  AUKV @ 214.54 #+15145553037
Sell 38790  AUKV @ 205.6 #+15145558893
Buy 25550  AUKV @ 199.61 #+15145554875
Sell 13520  AUKV @ 201.81 #+15145555907
Buy 30320  AUKV @ 193.72 #+15145551134
Sell 36890  AUKV @ 197.68 #+15145551323
Buy 25030  AUKV @ 206.96 #+15145556201
Buy 33170  AUKV @ 203.27 #+15145550259
Buy 43660  AUKV @ 204.57 #+15145556096
Sell 33880  AUKV @ 209.09 #+15145551198
Buy 33230  AUKV @ 215.05 #+15145552022
Buy 24950  AUKV @ 222.52 #+15145558088
Buy 10030  AUKV @ 228.46 #+15145558958
Buy 13910  AUKV @ 235.39 #+15145554189
Sell 18970  AUKV @ 237.68 #+15145553092
Sell 11510  AUKV @ 249.76 #+15145559110
Sell 12540  AUKV @ 242.87 #+15145552049
Sell 23330  AUKV @ 241.02 #+15145551403
Buy 18320  AUKV @ 240.59 #+15145554633
Buy 21070  AUKV @ 231.84 #+15145555987
Sell 8050  AUKV @ 229.98 #+15145558940
Buy 19590  AUKV @ 239.19 #+15145550996
Sell 17050  AUKV @ 238.06 #+15145554051
Sell 19100  AUKV @ 240.69 #+15145553890
Sell 28650  AUKV @ 230.75 #+15145552494
Sell 19170  AUKV @ 234.98 #+15145555647
Sell 16840  AUKV @ 236.1 #+15145550369
Sell 32440  AUKV @ 235.15 #+15145553946
Sell 30190  AUKV @ 235.94 #+15145555336
Buy 30870  AUKV @ 231.64 #+15145553140
Sell 26400  AUKV @ 233.51 #+15145550456
Buy 22400  AUKV @ 239.1 #+15145557685
Sell 14310  AUKV @ 249 #+15145557950
Sell 18950  AUKV @ 253.22 #+15145556899
Buy 29640  AUKV @ 256.22 #+15145551675
Buy 19900  AUKV @ 257.61 #+15145555870
Buy 13350  AUKV @ 257.85 #+15145551873
Sell 15280  AUKV @ 254.59 #+15145554472
Sell 19790  AUKV @ 245.32 #+15145555512
Buy 19170  AUKV @ 245.78 #+15145550325
Buy 23420  AUKV @ 242.4 #+15145553299
Buy 22990  AUKV @ 229.93 #+15145558693
Buy 21940  AUKV @ 237.73 #+15145559174
Buy 28090  AUKV @ 237.92 #+15145556468
Buy 25070  AUKV @ 236.12 #+15145553126
Sell 17080  AUKV @ 226.77 #+15145553224
Buy 14760  AUKV @ 227.04 #+15145559554
Sell 27800  AUKV @ 230.19 #+15145555178
Buy 35550  AUKV @ 233.74 #+15145559529
Sell 14470  AUKV @ 231.86 #+15145557920
Sell 21050  AUKV @ 227.86 #+15145553216
Buy 33030  AUKV @ 224.19 #+15145553270
Buy 37440  AUKV @ 224.96 #+15145553950
Sell 19560  AUKV @ 235.11 #+15145554115
Buy 26880  AUKV @ 230.39 #+15145555487
Sell 10470  AUKV @ 231.44 #+15145553270
Sell 17640  AUKV @ 228.78 #+15145559644
Buy 32150  AUKV @ 226.38 #+15145552508
Sell 24090  AUKV @ 222.56 #+15145555534
Sell 14920  AUKV @ 229.55 #+15145552334
Buy 11040  AUKV @ 223.67 #+15145553513
Buy 14800  AUKV @ 226.99 #+15145556006
Buy 24010  AUKV @ 235.85 #+15145550334
Buy 15790  AUKV @ 245.52 #+15145551727
Sell 68600  AUKV @ 244.48 #+15145550402
Buy 15540  AUKV @ 244.45 #+15145555018
Sell 15450  AUKV @ 248.66 #+15145553548
Buy 14270  AUKV @ 256.29 #+15145556320
Buy 32090  AUKV @ 247.8 #+15145556352
Buy 29550  AUKV @ 243.62 #+15145556786
Sell 14730  AUKV @ 236.51 #+15145558285
Sell 13570  AUKV @ 233.05 #+15145559081
Sell 19090  AUKV @ 239.18 #+15145553332
Sell 13570  AUKV @ 230.69 #+15145557401
Sell 15110  AUKV @ 238.81 #+15145553856
Buy 11900  AUKV @ 234.53 #+15145556403
Sell 30550  AUKV @ 234.03 #+15145550054
Sell 26420  AUKV @ 229.55 #+15145551829
Sell 25960  AUKV @ 233.2 #+15145558832
Buy 25930  AUKV @ 234.09 #+15145552249
Buy 26280  AUKV @ 228.37 #+15145555892
Buy 40270  AUKV @ 230.09 #+15145559897
Sell 39720  AUKV @ 243.21 #+15145552076
Buy 38700  AUKV @ 246.7 #+15145557581
Buy 26980  AUKV @ 242.51 #+15145559073
Sell 23260  AUKV @ 246.47 #+15145555369
Sell 27940  AUKV @ 238.13 #+15145555513
Sell 26790  AUKV @ 232.36 #+15145554119
Buy 22100  AUKV @ 239.86 #+15145550472
Sell 35960  AUKV @ 232.38 #+15145556175
Sell 43030  AUKV @ 229.06 #+15145557703
Buy 37500  AUKV @ 220.4 #+15145554943
Sell 38530  AUKV @ 210.33 #+15145553073
Buy 45270  AUKV @ 201.69 #+15145552883
Buy 34350  AUKV @ 197.53 #+15145551382
Buy 46490  AUKV @ 198.51 #+15145554382
Buy 32740  AUKV @ 199.54 #+15145551854
Sell 27170  AUKV @ 200.67 #+15145551707
Sell 47700  AUKV @ 202.13 #+15145550552
Sell 70560  AUKV @ 200.19 #+15145559425
Sell 75980  AUKV @ 206.37 #+15145555291
Buy 45140  AUKV @ 205.31 #+15145554555
Buy 34350  AUKV @ 205.62 #+15145553741
Buy 15710  AUKV @ 211.31 #+15145553439
Buy 15800  AUKV @ 215.22 #+15145554513
Buy 22270  AUKV @ 216.02 #+15145559877
Buy 32190  AUKV @ 214.68 #+15145559362
Buy 41470  AUKV @ 212.7 #+15145559842
Sell 18390  AUKV @ 210.96 #+15145557601
Sell 32790  AUKV @ 210.33 #+15145554748
Buy 50800  AUKV @ 201.93 #+15145555374
Sell 44880  AUKV @ 200.9 #+15145554564
Buy 50140  AUKV @ 204.21 #+15145550249
Sell 43650  AUKV @ 205.14 #+15145552393
Buy 41840  AUKV @ 203.15 #+15145551140
Buy 30150  AUKV @ 198.51 #+15145555216
Buy 16960  AUKV @ 197.03 #+15145558198
Buy 10840  AUKV @ 199.46 #+15145557003
Buy 9060  AUKV @ 206.77 #+15145551912
Buy 19310  AUKV @ 209.28 #+15145553244
Buy 12220  AUKV @ 197 #+15145557602
Sell 18260  AUKV @ 194.42 #+15145551236
Buy 30490  AUKV @ 190.49 #+15145555339
Buy 21260  AUKV @ 188.31 #+15145551940
Sell 20720  AUKV @ 187.51 #+15145551270
Sell 21920  AUKV @ 178.17 #+15145550352
Buy 17210  AUKV @ 182.09 #+15145552139
Buy 15360  AUKV @ 175.51 #+15145556202
Buy 12100  AUKV @ 176.41 #+15145558385
Sell 15820  AUKV @ 175.17 #+15145555555
Buy 29600  AUKV @ 175.94 #+15145550699
Sell 57180  AUKV @ 174.86 #+15145555995
Sell 30940  AUKV @ 175.83 #+15145553886
Sell 19830  AUKV @ 173.21 #+15145552968
Buy 18840  AUKV @ 174.18 #+15145558386
Sell 5730  AUKV @ 178.42 #+15145553132
Sell 10800  AUKV @ 178.39 #+15145551886
Sell 7510  AUKV @ 176.7 #+15145559737
Sell 6620  AUKV @ 181.42 #+15145555505
Buy 10010  AUKV @ 177.08 #+15145556392
Buy 10650  AUKV @ 174.46 #+15145553357
Sell 5730  AUKV @ 168.74 #+15145558442
Sell 11100  AUKV @ 167.3 #+15145555743
Sell 7080  AUKV @ 172.68 #+15145559998
Buy 7540  AUKV @ 176.17 #+15145559473
Sell 4670  AUKV @ 172.81 #+15145550020
Buy 9910  AUKV @ 171.81 #+15145558663
Buy 8530  AUKV @ 171.52 #+15145551263
Buy 11290  AUKV @ 170.41 #+15145559007
Buy 12610  AUKV @ 168.97 #+15145552325
Sell 18650  AUKV @ 171.71 #+15145555889
Buy 5870  AUKV @ 168.45 #+15145550007
Buy 6550  AUKV @ 167.07 #+15145552266
Sell 9830  AUKV @ 164.33 #+15145551362
Buy 11620  AUKV @ 163.92 #+15145552603
Sell 3500  AUKV @ 159.97 #+15145556679
Sell 2880  AUKV @ 158.65 #+15145557753
Sell 7700  AUKV @ 156.91 #+15145558371
Buy 3280  AUKV @ 162.07 #+15145555603
Buy 10870  AUKV @ 158.65 #+15145559215
Sell 11170  AUKV @ 157.99 #+15145558516
Buy 9280  AUKV @ 159.86 #+15145552922
Buy 4310  AUKV @ 156.53 #+15145557875
Buy 4890  AUKV @ 160.54 #+15145555092
Sell 6080  AUKV @ 159.15 #+15145558678
Buy 8580  AUKV @ 161.49 #+15145557957
Sell 11310  AUKV @ 168.18 #+15145556509
Buy 10140  AUKV @ 169.62 #+15145553006
Buy 3450  AUKV @ 170.38 #+15145559777
Buy 5010  AUKV @ 170.59 #+15145551226
Buy 8300  AUKV @ 168.85 #+15145550499
Sell 7010  AUKV @ 165.67 #+15145556076
Buy 7780  AUKV @ 161.57 #+15145550668
Sell 10020  AUKV @ 161.03 #+15145559283
Sell 5500  AUKV @ 160.39 #+15145557246
Sell 5180  AUKV @ 158.57 #+15145550572
Sell 9830  AUKV @ 158.27 #+15145550249
Buy 9180  AUKV @ 151.96 #+15145555438
Buy 6830  AUKV @ 148.93 #+15145556740
Buy 9680  AUKV @ 149.17 #+15145551209
Sell 6540  AUKV @ 150.89 #+15145553220
Sell 8190  AUKV @ 150.5 #+15145559793
Buy 3890  AUKV @ 150.19 #+15145552792
Buy 4770  AUKV @ 149.13 #+15145550778
Sell 4080  AUKV @ 150.48 #+15145556154
Sell 4130  AUKV @ 152.32 #+15145553838
Sell 9000  AUKV @ 148.85 #+15145556713
Buy 6890  AUKV @ 148.1 #+15145557026
Buy 5180  AUKV @ 146.43 #+15145552978
Buy 5140  AUKV @ 145.1 #+15145557795
Buy 11690  AUKV @ 144.79 #+15145557325
Sell 13220  AUKV @ 142.62 #+15145552455
Buy 15820  AUKV @ 142.65 #+15145558112
Buy 12300  AUKV @ 145.09 #+15145550142
Sell 8160  AUKV @ 144.13 #+15145552622
Sell 13090  AUKV @ 142 #+15145550994
Sell 10380  AUKV @ 145.57 #+15145558294
Sell 3560  AUKV @ 144.86 #+15145553739
Sell 6880  AUKV @ 144.81 #+15145553673
Sell 8750  AUKV @ 142.99 #+15145555622
Sell 8920  AUKV @ 140.08 #+15145552412
Sell 7930  AUKV @ 140.95 #+15145555025
Buy 11600  AUKV @ 146.43 #+15145556534
Sell 5960  AUKV @ 144.34 #+15145555327
Buy 9410  AUKV @ 148.86 #+15145556070
Buy 5670  AUKV @ 149.04 #+15145559166
Buy 10510  AUKV @ 146.97 #+15145556325
Buy 10130  AUKV @ 138.97 #+15145558476
Buy 4550  AUKV @ 138.11 #+15145550118
Buy 11330  AUKV @ 136.85 #+15145550313
Sell 11540  AUKV @ 135.09 #+15145558442
Sell 3970  AUKV @ 133.08 #+15145551668
Buy 7720  AUKV @ 130.79 #+15145559200
Buy 8440  AUKV @ 129.88 #+15145553056
Buy 8600  AUKV @ 129.13 #+15145555292
Buy 6460  AUKV @ 127.12 #+15145556368
Buy 10630  AUKV @ 129.48 #+15145554857
Buy 11150  AUKV @ 127.92 #+15145555703
Sell 6770  AUKV @ 127.94 #+15145557240
Buy 9730  AUKV @ 122.9 #+15145553261
Buy 3770  AUKV @ 123.33 #+15145554878
Sell 11310  AUKV @ 123.97 #+15145552942
Buy 6990  AUKV @ 125.32 #+15145557120
Buy 2860  AUKV @ 128.41 #+15145550711
Buy 5200  AUKV @ 132.34 #+15145554728
Sell 9000  AUKV @ 134.53 #+15145556635
Buy 9110  AUKV @ 134.1 #+15145552244
Sell 9910  AUKV @ 133.8 #+15145554657
Sell 4760  AUKV @ 128.87 #+15145553813
Buy 3620  AUKV @ 128.23 #+15145558313
Sell 8950  AUKV @ 125.31 #+15145557374
Buy 4940  AUKV @ 127.94 #+15145558577
Sell 8770  AUKV @ 126.2 #+15145552425
Sell 16440  AUKV @ 128.03 #+15145553888
Sell 14860  AUKV @ 123.89 #+15145553951
Buy 19010  AUKV @ 125.07 #+15145558251
Sell 16840  AUKV @ 123.76 #+15145558504
Buy 16880  AUKV @ 126.53 #+15145550064
Buy 20530  AUKV @ 126.34 #+15145553404
Sell 13680  AUKV @ 122.49 #+15145558579
Sell 8300  AUKV @ 125.37 #+15145559878
Sell 6040  AUKV @ 126.03 #+15145559661
Buy 7520  AUKV @ 123.36 #+15145554354
Buy 4720  AUKV @ 125.15 #+15145555767
Buy 11800  AUKV @ 125.11 #+15145555326
Sell 11920  AUKV @ 116.4 #+15145551542
Sell 8190  AUKV @ 115.52 #+15145554068
Sell 13370  AUKV @ 117.86 #+15145554326
Sell 12730  AUKV @ 115.91 #+15145559382
Buy 15080  AUKV @ 117.27 #+15145554849
Sell 5000  AUKV @ 115.5 #+15145551360
Buy 15170  AUKV @ 116.29 #+15145554172
Buy 11620  AUKV @ 116.18 #+15145559622
Sell 12270  AUKV @ 119.67 #+15145555230
Buy 9150  AUKV @ 121.31 #+15145558996
Buy 7520  AUKV @ 119.79 #+15145551259
Buy 6870  AUKV @ 122.05 #+15145559781
Buy 9920  AUKV @ 125.82 #+15145551602
Buy 8580  AUKV @ 123.86 #+15145555272
Buy 9620  AUKV @ 126.44 #+15145557722
Buy 11970  AUKV @ 122.27 #+15145553903
Buy 6900  AUKV @ 122.66 #+15145552384
Buy 8250  AUKV @ 122.57 #+15145551067
Sell 18840  AUKV @ 121.6 #+15145556954
Buy 20370  AUKV @ 117.63 #+15145554124
Buy 5710  AUKV @ 114.9 #+15145552731
Sell 3160  AUKV @ 111.96 #+15145558271
Sell 6820  AUKV @ 108.55 #+15145550312
Buy 10820  AUKV @ 110.1 #+15145553373
Sell 10760  AUKV @ 109.16 #+15145558441
Buy 12580  AUKV @ 108.62 #+15145553041
Sell 13120  AUKV @ 110.08 #+15145550013
Sell 9300  AUKV @ 113.5 #+15145557296
Buy 2990  AUKV @ 112.69 #+15145556527
Sell 12840  AUKV @ 110.44 #+15145555785
Buy 7080  AUKV @ 109.8 #+15145554256
Buy 6510  AUKV @ 109.18 #+15145556352
Buy 8970  AUKV @ 109.97 #+15145554279
Buy 12170  AUKV @ 106.03 #+15145552241
Sell 15560  AUKV @ 107.5 #+15145555782
Buy 9570  AUKV @ 108.41 #+15145552458
Sell 10410  AUKV @ 108.99 #+15145552415
Sell 9290  AUKV @ 105.95 #+15145554466
Buy 12820  AUKV @ 104.26 #+15145555963
Sell 9850  AUKV @ 106.27 #+15145554131
Sell 13110  AUKV @ 107.54 #+15145550238
Buy 7750  AUKV @ 110.97 #+15145552751
Buy 9680  AUKV @ 113.21 #+15145556775
Sell 7440  AUKV @ 118.62 #+15145555038
Sell 7670  AUKV @ 118.12 #+15145554485
Buy 5540  AUKV @ 116.75 #+15145553717
Sell 7660  AUKV @ 114.45 #+15145558755
Buy 11900  AUKV @ 116.96 #+15145559473
Sell 10740  AUKV @ 116.36 #+15145557301
Sell 4490  AUKV @ 112.86 #+15145557470
Sell 7500  AUKV @ 109.7 #+15145551081
Buy 4600  AUKV @ 108.21 #+15145554230
Sell 11450  AUKV @ 112.37 #+15145554548
Buy 3520  AUKV @ 109.91 #+15145554586
Buy 12740  AUKV @ 109.28 #+15145551870
Buy 3520  AUKV @ 110.77 #+15145550440
Sell 4710  AUKV @ 110.71 #+15145553705
Sell 6330  AUKV @ 114.19 #+15145555900
Buy 6920  AUKV @ 112.52 #+15145559059
Buy 5410  AUKV @ 113.37 #+15145552390
Buy 8150  AUKV @ 115.97 #+15145558074
Buy 10160  AUKV @ 113.15 #+15145551214
Sell 11440  AUKV @ 117.49 #+15145551065
Buy 12410  AUKV @ 115.77 #+15145558205
Buy 6050  AUKV @ 111.86 #+15145559433
Buy 8600  AUKV @ 106.48 #+15145558983
Buy 11700  AUKV @ 104.26 #+15145556056
Sell 13950  AUKV @ 110.86 #+15145554877
Buy 13980  AUKV @ 109.67 #+15145550557
Sell 17950  AUKV @ 109.81 #+15145558019
Buy 12540  AUKV @ 112.42 #+15145557313
Buy 17510  AUKV @ 113.66 #+15145558080
Buy 11720  AUKV @ 116.75 #+15145555757
Buy 9560  AUKV @ 112.14 #+15145557181
Buy 4850  AUKV @ 116.11 #+15145555537
Sell 9730  AUKV @ 113.63 #+15145553691
Sell 5650  AUKV @ 118.69 #+15145553507
Buy 5770  AUKV @ 123.43 #+15145557465
Buy 7130  AUKV @ 123.29 #+15145553910
Buy 12330  AUKV @ 126.09 #+15145556988
Sell 3770  AUKV @ 127 #+15145551627
Buy 4720  AUKV @ 131.71 #+15145550751
Buy 10620  AUKV @ 130.88 #+15145553792
Sell 11940  AUKV @ 131.04 #+15145554493
Buy 12390  AUKV @ 129 #+15145550556
Buy 9460  AUKV @ 132.43 #+15145555587
Sell 13100  AUKV @ 132.45 #+15145555313
Buy 10870  AUKV @ 131.03 #+15145551278
Sell 10360  AUKV @ 125.81 #+15145554823
Sell 9970  AUKV @ 129.48 #+15145554727
Buy 11600  AUKV @ 134.34 #+15145559075
Sell 9830  AUKV @ 132.21 #+15145555210
Buy 7690  AUKV @ 132.96 #+15145551224
Sell 7080  AUKV @ 128.09 #+15145558862
Sell 10080  AUKV @ 124.51 #+15145559474
Buy 5660  AUKV @ 124.96 #+15145555635
Buy 4080  AUKV @ 124.2 #+15145551111
Buy 6960  AUKV @ 127.61 #+15145553861
Buy 11310  AUKV @ 125.41 #+15145553216
