Parallel {
Buy 8850  AUKV @ 91.77 #+15145559425
Buy 500  ABLE @ 15.33 #+15145557061
Buy 470  ABLE @ 15.56 #+15145558031
Sell 12000  AVAB @ 247.57 #+15145558518
Sell 430  ABLE @ 15.67 #+15145554317
Buy 11650  AUKV @ 230.42 #+15145550281
Sell 440  ABLE @ 15.79 #+15145552245
Sell 560  ABLE @ 15.94 #+15145551112
Sell 18990  AGOG @ 44.15 #+15145559119
Sell 400  ABLE @ 15.98 #+15145558658
Buy 30170  AGOG @ 41.96 #+15145558986
Buy 430  ABLE @ 16.09 #+15145552327
Sell 27640  AGOG @ 43.1 #+15145555537
Sell 16920  AUKV @ 234.92 #+15145557797
Sell 17950  AUKV @ 243.36 #+15145557693
Sell 2720  AKZOY @ 106.13 #+15145557309
Buy 410  ABLE @ 15.98 #+15145555180
Buy 5180  AVAB @ 250.27 #+15145552576
Sell 18970  AUKV @ 240.09 #+15145553905
Sell 380  ABLE @ 16.19 #+15145555731
Buy 8940  AVAB @ 249.39 #+15145552316
Buy 30150  AGOG @ 44.45 #+15145556376
Sell 9300  AVAB @ 259.18 #+15145552513
Sell 17720  AGOG @ 46.52 #+15145556306
Sell 15670  AUKV @ 232.17 #+15145556559
Sell 16520  AUKV @ 226.06 #+15145557701
Sell 640  ABLE @ 16.17 #+15145557927
Buy 410  ABLE @ 16.24 #+15145554709
Sell 12250  AGOG @ 46.03 #+15145555258
Sell 3520  AKZOY @ 105.56 #+15145559154
Buy 22530  AUKV @ 224.44 #+15145553556
Buy 22290  AUKV @ 227.42 #+15145558079
Sell 16260  AGOG @ 46.72 #+15145558985
Sell 12000  AVAB @ 255.65 #+15145552259
Buy 310  ABLE @ 16.28 #+15145556431
Sell 450  ABLE @ 16.51 #+15145553735
Sell 22830  AUKV @ 215.85 #+15145558882
Buy 15570  AUKV @ 213.89 #+15145558779
Buy 18740  AGOG @ 45.35 #+15145555148
Sell 24590  AGOG @ 45.74 #+15145555815
Sell 25590  AGOG @ 45.09 #+15145555223
Buy 21480  AGOG @ 48.26 #+15145554179
Sell 15760  AGOG @ 43.28 #+15145559191
Sell 410  ABLE @ 16.53 #+15145550314
Sell 26070  AGOG @ 44.08 #+15145559990
Sell 26540  AUKV @ 216.55 #+15145550610
Buy 10340  AVAB @ 256.17 #+15145550070
Sell 19490  AGOG @ 45.4 #+15145559818
Buy 340  ABLE @ 16.58 #+15145558167
Sell 520  ABLE @ 16.31 #+15145555273
Sell 4320  AKZOY @ 105.62 #+15145555885
Buy 540  ABLE @ 16.45 #+15145555457
Sell 33260  AUKV @ 221.01 #+15145554684
Buy 420  ABLE @ 16.65 #+15145558796
Buy 380  ABLE @ 16.85 #+15145558332
Sell 300  ABLE @ 16.76 #+15145552982
Sell 10600  AVAB @ 262.23 #+15145554837
Buy 24270  AUKV @ 215.91 #+15145557940
Sell 390  ABLE @ 16.58 #+15145552630
Buy 2270  AKZOY @ 105.39 #+15145551142
Buy 10870  AVAB @ 268.77 #+15145551613
Buy 13430  AVAB @ 274.83 #+15145553719
Buy 2240  AKZOY @ 105.18 #+15145550771
Sell 19510  AGOG @ 42.8 #+15145557100
Sell 15850  AVAB @ 278.69 #+15145557067
Sell 26650  AUKV @ 219.72 #+15145557197
Sell 37280  AUKV @ 219.54 #+15145552766
Buy 32020  AGOG @ 43.94 #+15145557145
Sell 20710  AUKV @ 218.81 #+15145558872
Buy 11150  AVAB @ 271.98 #+15145553048
Buy 8980  AVAB @ 265.59 #+15145554008
Sell 12720  AVAB @ 265.11 #+15145557881
Sell 16670  AUKV @ 220.68 #+15145557244
Sell 14260  AUKV @ 222.6 #+15145558434
Buy 480  ABLE @ 17.01 #+15145551327
Sell 320  ABLE @ 16.92 #+15145555046
Buy 18650  AGOG @ 43.94 #+15145550654
Sell 19160  AUKV @ 213.81 #+15145551922
Buy 400  ABLE @ 16.96 #+15145552235
Sell 23780  AUKV @ 214.25 #+15145553493
Sell 12080  AVAB @ 259.34 #+15145550518
Buy 3120  AKZOY @ 105.31 #+15145551941
Buy 13560  AGOG @ 45.15 #+15145551590
Sell 430  ABLE @ 16.79 #+15145559346
Buy 2830  AKZOY @ 105.22 #+15145559066
Sell 27930  AUKV @ 209.56 #+15145559662
Buy 2190  AKZOY @ 105.18 #+15145555071
Sell 530  ABLE @ 16.76 #+15145559761
Buy 7330  AVAB @ 266.44 #+15145556836
Sell 370  ABLE @ 16.91 #+15145551308
Sell 3040  AKZOY @ 105.66 #+15145555112
Buy 510  ABLE @ 16.67 #+15145558633
Buy 4240  AKZOY @ 105.84 #+15145551252
Sell 12610  AVAB @ 266.93 #+15145556505
Buy 21580  AUKV @ 212.52 #+15145558683
Buy 23350  AVAB @ 259.88 #+15145554766
Sell 400  ABLE @ 16.68 #+15145551336
Sell 18750  AGOG @ 45.87 #+15145556005
Buy 25310  AUKV @ 211 #+15145553181
Buy 9710  AVAB @ 255.8 #+15145553941
Buy 19430  AUKV @ 205.63 #+15145556993
Sell 17380  AVAB @ 253.74 #+15145550964
Buy 19170  AUKV @ 209.9 #+15145555231
Sell 19080  AGOG @ 45.29 #+15145557305
Sell 740  ABLE @ 16.62 #+15145555570
Buy 4670  AKZOY @ 105.94 #+15145558391
Buy 19660  AGOG @ 46.16 #+15145555588
Sell 9930  AVAB @ 255.94 #+15145554796
Sell 440  ABLE @ 16.56 #+15145555171
Buy 570  ABLE @ 16.52 #+15145552077
Sell 19260  AUKV @ 207.68 #+15145554120
Sell 3950  AKZOY @ 106.43 #+15145557295
Buy 20390  AUKV @ 214.54 #+15145553037
Buy 510  ABLE @ 16.62 #+15145557654
Sell 470  ABLE @ 16.52 #+15145555493
Sell 13450  AVAB @ 254.58 #+15145557379
Sell 38790  AUKV @ 205.6 #+15145558893
Buy 5870  AKZOY @ 106.07 #+15145555204
Buy 26460  AGOG @ 45.98 #+15145555456
Buy 840  ABLE @ 16.35 #+15145555063
Buy 3840  AKZOY @ 105.89 #+15145550882
Buy 4240  AKZOY @ 105.66 #+15145553107
Sell 650  ABLE @ 16.23 #+15145552255
Buy 25550  AUKV @ 199.61 #+15145554875
Sell 13520  AUKV @ 201.81 #+15145555907
Buy 16560  AVAB @ 245.74 #+15145550631
Sell 2560  AKZOY @ 105.01 #+15145551840
Buy 30320  AUKV @ 193.72 #+15145551134
Sell 36890  AUKV @ 197.68 #+15145551323
Buy 25030  AUKV @ 206.96 #+15145556201
Sell 13590  AVAB @ 241.85 #+15145551146
Buy 660  ABLE @ 16.31 #+15145559021
Sell 14420  AVAB @ 236.43 #+15145554624
Sell 18150  AVAB @ 234.4 #+15145550446
Buy 33170  AUKV @ 203.27 #+15145550259
Buy 540  ABLE @ 16.12 #+15145554040
Sell 87530  AGOG @ 45.85 #+15145553093
Buy 7840  AKZOY @ 105.27 #+15145554821
Buy 430  ABLE @ 16.12 #+15145550331
Sell 25110  AVAB @ 230.9 #+15145555418
Sell 440  ABLE @ 16.12 #+15145553828
Sell 30360  AVAB @ 235.55 #+15145556253
Buy 43660  AUKV @ 204.57 #+15145556096
Sell 540  ABLE @ 16.14 #+15145556031
Sell 18770  AVAB @ 245.04 #+15145552414
Sell 33880  AUKV @ 209.09 #+15145551198
Buy 3390  AKZOY @ 104.71 #+15145554338
Sell 3920  AKZOY @ 104.91 #+15145558777
Buy 21490  AVAB @ 234.63 #+15145556648
Buy 2830  AKZOY @ 104.84 #+15145550921
Sell 4560  AKZOY @ 104.26 #+15145550786
Buy 25410  AVAB @ 238.86 #+15145558402
Buy 600  ABLE @ 16.02 #+15145558666
Sell 500  ABLE @ 15.96 #+15145554477
Buy 35590  AGOG @ 46.71 #+15145555483
Buy 33230  AUKV @ 215.05 #+15145552022
Sell 3280  AKZOY @ 104.05 #+15145552502
Buy 27490  AGOG @ 49.67 #+15145558930
Sell 16240  AGOG @ 50.57 #+15145553937
Buy 770  ABLE @ 15.81 #+15145551397
Sell 5390  AKZOY @ 103.96 #+15145558140
Buy 24950  AUKV @ 222.52 #+15145558088
Sell 28520  AGOG @ 49.61 #+15145554438
Sell 470  ABLE @ 15.95 #+15145553880
Buy 21370  AGOG @ 48.65 #+15145553127
Buy 15000  AGOG @ 52.26 #+15145551541
Buy 10030  AUKV @ 228.46 #+15145558958
Buy 470  ABLE @ 16.1 #+15145556305
Sell 19820  AVAB @ 246.11 #+15145552952
Buy 450  ABLE @ 16.05 #+15145556649
Buy 13910  AUKV @ 235.39 #+15145554189
Buy 24730  AGOG @ 50.7 #+15145555642
Buy 20260  AGOG @ 50.53 #+15145558784
Sell 2190  AKZOY @ 103.24 #+15145559481
Sell 2190  AKZOY @ 102.89 #+15145550519
Buy 500  ABLE @ 15.93 #+15145551195
Sell 790  ABLE @ 16.14 #+15145556748
Sell 460  ABLE @ 16.24 #+15145558011
Buy 15620  AGOG @ 51.2 #+15145552730
Sell 18970  AUKV @ 237.68 #+15145553092
Sell 11510  AUKV @ 249.76 #+15145559110
Sell 3200  AKZOY @ 102.72 #+15145551786
Buy 12620  AVAB @ 236.42 #+15145558023
Buy 420  ABLE @ 16.31 #+15145553362
Sell 18540  AVAB @ 236.83 #+15145558245
Buy 17360  AVAB @ 234.5 #+15145559642
Buy 3840  AKZOY @ 102.75 #+15145559244
Buy 28150  AVAB @ 231.62 #+15145556892
Sell 12540  AUKV @ 242.87 #+15145552049
Buy 880  AKZOY @ 102.64 #+15145553218
Buy 27370  AGOG @ 49.02 #+15145558078
Sell 23330  AUKV @ 241.02 #+15145551403
Sell 15130  AGOG @ 48.09 #+15145552743
Sell 2430  AKZOY @ 102.4 #+15145553699
Sell 13800  AVAB @ 225.5 #+15145553775
Sell 12360  AGOG @ 48.11 #+15145558320
Buy 18320  AUKV @ 240.59 #+15145554633
Sell 2910  AKZOY @ 102.84 #+15145554433
Buy 21070  AUKV @ 231.84 #+15145555987
Buy 9750  AVAB @ 224.77 #+15145553726
Buy 3870  AKZOY @ 102.24 #+15145550423
Buy 4160  AKZOY @ 102.51 #+15145553703
Buy 410  ABLE @ 16.24 #+15145555583
Buy 17200  AVAB @ 225.58 #+15145550566
Buy 15800  AGOG @ 49.86 #+15145554003
Buy 5950  AKZOY @ 101.63 #+15145555870
Sell 1110  ABLE @ 16.09 #+15145551853
Sell 8050  AUKV @ 229.98 #+15145558940
Buy 19590  AUKV @ 239.19 #+15145550996
Buy 680  ABLE @ 16.17 #+15145556577
Buy 530  ABLE @ 16.37 #+15145553970
Sell 11650  AGOG @ 47.53 #+15145552210
Buy 500  ABLE @ 16.44 #+15145558464
Sell 17050  AUKV @ 238.06 #+15145554051
Sell 4990  AKZOY @ 101.88 #+15145552548
Sell 11280  AGOG @ 44.17 #+15145551294
Sell 2990  AKZOY @ 102.03 #+15145551154
Sell 3950  AKZOY @ 102.07 #+15145551159
Buy 310  ABLE @ 16.16 #+15145556718
Sell 19100  AUKV @ 240.69 #+15145553890
Sell 6560  AKZOY @ 102.33 #+15145553830
Buy 5760  AKZOY @ 102.46 #+15145557786
Sell 14790  AGOG @ 47.93 #+15145557522
Sell 28650  AUKV @ 230.75 #+15145552494
Buy 380  ABLE @ 16.17 #+15145550470
Sell 13920  AVAB @ 229.71 #+15145557754
Buy 450  ABLE @ 15.83 #+15145554227
Sell 11760  AGOG @ 47.75 #+15145550678
Buy 4800  AKZOY @ 102.95 #+15145557093
Sell 2990  AKZOY @ 102.77 #+15145550758
Sell 3200  AKZOY @ 102.37 #+15145556749
Buy 380  ABLE @ 15.76 #+15145550634
Sell 19170  AUKV @ 234.98 #+15145555647
Buy 17530  AGOG @ 47.57 #+15145554673
Sell 16840  AUKV @ 236.1 #+15145550369
Buy 390  ABLE @ 15.69 #+15145550614
Sell 580  ABLE @ 15.66 #+15145559630
Sell 420  ABLE @ 15.63 #+15145555719
Sell 460  ABLE @ 15.56 #+15145558712
Sell 6110  AKZOY @ 102.1 #+15145557915
Buy 5550  AKZOY @ 101.98 #+15145558111
Sell 540  ABLE @ 15.54 #+15145558267
Sell 32440  AUKV @ 235.15 #+15145553946
Sell 16980  AGOG @ 46.89 #+15145558952
Sell 30190  AUKV @ 235.94 #+15145555336
Sell 10930  AVAB @ 229.73 #+15145558360
Buy 18330  AGOG @ 47.28 #+15145552516
Sell 18910  AVAB @ 237.48 #+15145554393
Sell 480  ABLE @ 15.52 #+15145551327
Sell 17980  AGOG @ 48.4 #+15145552962
Buy 5950  AKZOY @ 101.49 #+15145552143
Buy 430  ABLE @ 15.42 #+15145551018
Buy 16260  AGOG @ 47.91 #+15145559564
Buy 22550  AVAB @ 234.1 #+15145552339
Sell 18230  AVAB @ 234.06 #+15145551599
Buy 14810  AVAB @ 240.14 #+15145555859
Buy 18500  AGOG @ 47.47 #+15145556910
Sell 4350  AKZOY @ 102 #+15145557625
Sell 30050  AGOG @ 45.59 #+15145552317
Sell 10900  AVAB @ 237.1 #+15145552750
Buy 28800  AGOG @ 46.55 #+15145551198
Sell 6910  AKZOY @ 101.83 #+15145552092
Buy 16670  AGOG @ 48.21 #+15145559894
Buy 30870  AUKV @ 231.64 #+15145553140
Sell 26400  AUKV @ 233.51 #+15145550456
Sell 13420  AVAB @ 234.62 #+15145553084
Buy 9150  AKZOY @ 101.35 #+15145559389
Buy 15730  AVAB @ 230.42 #+15145555087
Sell 7550  AKZOY @ 101.49 #+15145558843
Buy 4000  AKZOY @ 102.24 #+15145558593
Buy 550  ABLE @ 15.16 #+15145552772
Buy 17260  AVAB @ 234.92 #+15145553109
Sell 14520  AVAB @ 243.36 #+15145552528
Buy 22400  AUKV @ 239.1 #+15145557685
Buy 15210  AVAB @ 240.09 #+15145550811
Sell 620  ABLE @ 15.17 #+15145551407
Sell 18640  AGOG @ 46 #+15145555926
Sell 14310  AUKV @ 249 #+15145557950
Sell 18950  AUKV @ 253.22 #+15145556899
Buy 20060  AVAB @ 232.17 #+15145557564
Sell 20930  AGOG @ 45.86 #+15145555379
Buy 29640  AUKV @ 256.22 #+15145551675
Buy 19900  AUKV @ 257.61 #+15145555870
Buy 500  ABLE @ 15.31 #+15145553374
Buy 13350  AUKV @ 257.85 #+15145551873
Sell 25000  AGOG @ 46 #+15145552279
Sell 15280  AUKV @ 254.59 #+15145554472
Sell 19790  AUKV @ 245.32 #+15145555512
Buy 19170  AUKV @ 245.78 #+15145550325
Buy 23420  AUKV @ 242.4 #+15145553299
Buy 22990  AUKV @ 229.93 #+15145558693
Buy 21940  AUKV @ 237.73 #+15145559174
Sell 5040  AKZOY @ 101.73 #+15145554604
Sell 3120  AKZOY @ 101.5 #+15145557428
Sell 23690  AVAB @ 226.06 #+15145550255
Buy 620  ABLE @ 15.28 #+15145556385
Buy 30330  AVAB @ 224.44 #+15145556009
Buy 5070  AKZOY @ 101.27 #+15145558852
Sell 21280  AVAB @ 227.42 #+15145557366
Sell 23700  AGOG @ 45.53 #+15145557571
Buy 2270  AKZOY @ 100.83 #+15145554379
Sell 2190  AKZOY @ 100.77 #+15145559990
Sell 15440  AGOG @ 44.7 #+15145551784
Sell 1680  AKZOY @ 100.54 #+15145556174
Buy 2670  AKZOY @ 100.29 #+15145554235
Buy 16530  AGOG @ 44.11 #+15145558405
Buy 25630  AGOG @ 41.82 #+15145555634
Buy 15580  AVAB @ 215.85 #+15145558488
Sell 19080  AGOG @ 43.06 #+15145556303
Buy 13980  AGOG @ 42.96 #+15145557356
Buy 19200  AGOG @ 42.2 #+15145557655
Buy 1440  AKZOY @ 100.35 #+15145557966
Buy 700  ABLE @ 15.51 #+15145559269
Buy 28090  AUKV @ 237.92 #+15145556468
Buy 460  ABLE @ 15.38 #+15145559281
Sell 17640  AVAB @ 213.89 #+15145552272
Buy 460  ABLE @ 15.38 #+15145556130
Buy 2320  AKZOY @ 100.68 #+15145558038
Sell 460  ABLE @ 15.16 #+15145550229
Sell 3150  AKZOY @ 101.22 #+15145551880
Buy 25070  AUKV @ 236.12 #+15145553126
Buy 3280  AKZOY @ 101.1 #+15145552914
Buy 21960  AVAB @ 216.55 #+15145552701
Buy 2480  AKZOY @ 101.57 #+15145554983
Sell 2510  AKZOY @ 102.07 #+15145555203
Sell 17080  AUKV @ 226.77 #+15145553224
Buy 14760  AUKV @ 227.04 #+15145559554
Buy 19940  AGOG @ 42.14 #+15145557611
Sell 36530  AVAB @ 221.01 #+15145550558
Buy 26100  AGOG @ 39.51 #+15145558724
Buy 650  ABLE @ 15.01 #+15145555370
Sell 34550  AGOG @ 42.32 #+15145553891
Sell 2640  AKZOY @ 101.85 #+15145552584
Sell 620  ABLE @ 14.99 #+15145559356
Sell 27800  AUKV @ 230.19 #+15145555178
Sell 850  ABLE @ 14.83 #+15145552784
Sell 650  ABLE @ 15.13 #+15145555703
Sell 24620  AVAB @ 215.91 #+15145553288
Buy 31360  AGOG @ 41.49 #+15145559281
Buy 35550  AUKV @ 233.74 #+15145559529
Sell 14470  AUKV @ 231.86 #+15145557920
Sell 26610  AVAB @ 219.72 #+15145558197
Buy 22870  AGOG @ 40.88 #+15145550817
Sell 3230  AKZOY @ 101.97 #+15145557112
Buy 630  ABLE @ 15.17 #+15145556189
Buy 20360  AGOG @ 41.52 #+15145556854
Buy 34820  AVAB @ 219.54 #+15145550423
Buy 500  ABLE @ 15.08 #+15145559881
Sell 2510  AKZOY @ 102.74 #+15145556419
Buy 4270  AKZOY @ 102.72 #+15145559733
Sell 390  ABLE @ 15.47 #+15145554533
Buy 4400  AKZOY @ 102.92 #+15145551119
Buy 350  ABLE @ 15.36 #+15145553924
Buy 21380  AVAB @ 218.81 #+15145558583
Buy 17600  AVAB @ 220.68 #+15145552929
Sell 9590  AVAB @ 222.6 #+15145550633
Sell 21050  AUKV @ 227.86 #+15145553216
Sell 480  ABLE @ 15.3 #+15145554901
Buy 490  ABLE @ 15.56 #+15145554309
Sell 440  ABLE @ 15.46 #+15145559000
Sell 24510  AVAB @ 213.81 #+15145550331
Buy 33030  AUKV @ 224.19 #+15145553270
Sell 3070  AKZOY @ 102.82 #+15145556072
Sell 3440  AKZOY @ 103.07 #+15145558959
Buy 470  ABLE @ 15.45 #+15145557950
Buy 390  ABLE @ 15.44 #+15145556832
Buy 5440  AKZOY @ 103.32 #+15145554259
Buy 37440  AUKV @ 224.96 #+15145553950
Buy 22310  AVAB @ 214.25 #+15145558878
Buy 26160  AVAB @ 209.56 #+15145559314
Sell 15570  AGOG @ 41.67 #+15145550311
Buy 4190  AKZOY @ 103.29 #+15145559291
Sell 19560  AUKV @ 235.11 #+15145554115
Sell 29650  AVAB @ 212.52 #+15145554988
Sell 24890  AGOG @ 41.63 #+15145553586
Sell 330  ABLE @ 15.51 #+15145551606
Buy 26880  AUKV @ 230.39 #+15145555487
Sell 3070  AKZOY @ 103.72 #+15145552840
Buy 25650  AVAB @ 211 #+15145555409
Buy 19340  AVAB @ 205.63 #+15145557359
Buy 4160  AKZOY @ 103.71 #+15145552179
Sell 10470  AUKV @ 231.44 #+15145553270
Sell 17640  AUKV @ 228.78 #+15145559644
Sell 29480  AGOG @ 41.48 #+15145553555
Sell 53090  AGOG @ 41.18 #+15145556228
Sell 15530  AVAB @ 209.9 #+15145555785
Sell 700  ABLE @ 15.87 #+15145554824
Buy 7520  AKZOY @ 103.53 #+15145559817
Buy 32150  AUKV @ 226.38 #+15145552508
Buy 5710  AKZOY @ 104.05 #+15145551182
Sell 660  ABLE @ 15.72 #+15145551146
Buy 19410  AVAB @ 207.68 #+15145558775
Sell 24090  AUKV @ 222.56 #+15145555534
Buy 20200  AVAB @ 214.54 #+15145554784
Sell 32490  AVAB @ 205.6 #+15145559789
Sell 23080  AVAB @ 199.61 #+15145551961
Sell 4640  AKZOY @ 104.42 #+15145550618
Buy 8560  AKZOY @ 104 #+15145551897
Sell 560  ABLE @ 15.68 #+15145550721
Buy 540  ABLE @ 16 #+15145557946
Sell 29260  AGOG @ 37.11 #+15145556872
Buy 480  ABLE @ 16.21 #+15145550066
Buy 17030  AVAB @ 201.81 #+15145551420
Buy 20560  AGOG @ 41.72 #+15145554419
Sell 6160  AKZOY @ 104.3 #+15145554385
Sell 20140  AGOG @ 41.49 #+15145556329
Sell 390  ABLE @ 16.33 #+15145558650
Buy 350  ABLE @ 16.63 #+15145559338
Sell 21900  AGOG @ 43.74 #+15145555857
Sell 14920  AUKV @ 229.55 #+15145552334
Sell 360  ABLE @ 16.96 #+15145555170
Sell 550  ABLE @ 16.8 #+15145558095
Buy 11040  AUKV @ 223.67 #+15145553513
Buy 14800  AUKV @ 226.99 #+15145556006
Sell 19840  AGOG @ 45.84 #+15145553471
Sell 400  ABLE @ 16.9 #+15145551280
Sell 4320  AKZOY @ 103.8 #+15145553650
Buy 370  ABLE @ 17.24 #+15145551675
Buy 33370  AVAB @ 193.72 #+15145554838
Buy 3710  AKZOY @ 103.16 #+15145559956
Buy 24010  AUKV @ 235.85 #+15145550334
Sell 550  ABLE @ 17.12 #+15145556498
Buy 15790  AUKV @ 245.52 #+15145551727
Sell 68600  AUKV @ 244.48 #+15145550402
Buy 15540  AUKV @ 244.45 #+15145555018
Buy 4750  AKZOY @ 103.2 #+15145550972
Sell 15450  AUKV @ 248.66 #+15145553548
Sell 43050  AVAB @ 197.68 #+15145557361
Buy 3230  AKZOY @ 102.48 #+15145559620
Buy 14270  AUKV @ 256.29 #+15145556320
Buy 32090  AUKV @ 247.8 #+15145556352
Buy 32870  AGOG @ 43.2 #+15145553985
Sell 4880  AKZOY @ 102.38 #+15145557331
Buy 29550  AUKV @ 243.62 #+15145556786
Sell 16260  AVAB @ 206.96 #+15145557722
Sell 20460  AGOG @ 44.36 #+15145550647
Buy 5760  AKZOY @ 102.41 #+15145558379
Buy 32300  AVAB @ 203.27 #+15145557259
Sell 14730  AUKV @ 236.51 #+15145558285
Sell 13570  AUKV @ 233.05 #+15145559081
Sell 39040  AVAB @ 204.57 #+15145558865
Sell 3790  AKZOY @ 102.22 #+15145554410
Sell 29900  AVAB @ 209.09 #+15145555738
Sell 19090  AUKV @ 239.18 #+15145553332
Sell 33090  AVAB @ 215.05 #+15145557648
Sell 31230  AVAB @ 222.52 #+15145557168
Sell 590  ABLE @ 17.03 #+15145552148
Sell 830  ABLE @ 17.09 #+15145557837
Buy 20080  AGOG @ 44.86 #+15145558690
Sell 13570  AUKV @ 230.69 #+15145557401
Sell 19220  AGOG @ 40.94 #+15145559638
Buy 13570  AVAB @ 228.46 #+15145550219
Sell 560  ABLE @ 17.05 #+15145551952
Buy 620  ABLE @ 16.94 #+15145552631
Sell 2960  AKZOY @ 102.48 #+15145553178
Buy 1870  AKZOY @ 103.1 #+15145553976
Sell 19200  AGOG @ 46.71 #+15145557249
Buy 610  ABLE @ 17.17 #+15145559221
Sell 17620  AGOG @ 41.62 #+15145551852
Buy 4880  AKZOY @ 102.81 #+15145550079
Sell 660  ABLE @ 16.86 #+15145557117
Sell 20530  AVAB @ 235.39 #+15145553911
Sell 15110  AUKV @ 238.81 #+15145553856
Sell 3840  AKZOY @ 102.56 #+15145557322
Buy 11900  AUKV @ 234.53 #+15145556403
Buy 7710  AKZOY @ 101.59 #+15145555053
Sell 30550  AUKV @ 234.03 #+15145550054
Sell 26420  AUKV @ 229.55 #+15145551829
Buy 20400  AGOG @ 42.88 #+15145555600
Sell 4080  AKZOY @ 101.1 #+15145553102
Sell 7950  AKZOY @ 100.72 #+15145557839
Sell 13640  AVAB @ 237.68 #+15145557606
Buy 7200  AKZOY @ 100.87 #+15145556007
Sell 25960  AUKV @ 233.2 #+15145558832
Sell 26000  AGOG @ 42.2 #+15145552410
Buy 17510  AVAB @ 249.76 #+15145553057
Buy 650  ABLE @ 17.02 #+15145552165
Buy 25930  AUKV @ 234.09 #+15145552249
Sell 4670  AKZOY @ 100.74 #+15145551831
Sell 4080  AKZOY @ 100.03 #+15145557219
Buy 26280  AUKV @ 228.37 #+15145555892
Sell 530  ABLE @ 16.97 #+15145551910
Buy 40270  AUKV @ 230.09 #+15145559897
Sell 17440  AVAB @ 242.87 #+15145550962
Buy 610  ABLE @ 16.97 #+15145550898
Sell 16680  AVAB @ 241.02 #+15145553930
Sell 34690  AGOG @ 41.89 #+15145550956
Sell 39720  AUKV @ 243.21 #+15145552076
Sell 520  ABLE @ 16.86 #+15145557501
Buy 38700  AUKV @ 246.7 #+15145557581
Sell 90560  AGOG @ 45.13 #+15145550252
Sell 24570  AVAB @ 240.59 #+15145552366
Sell 33220  AGOG @ 42.82 #+15145553369
Buy 26980  AUKV @ 242.51 #+15145559073
Buy 14880  AVAB @ 231.84 #+15145557894
Sell 3470  AKZOY @ 100.2 #+15145556295
Sell 11290  AVAB @ 229.98 #+15145555150
Sell 23260  AUKV @ 246.47 #+15145555369
Sell 27940  AUKV @ 238.13 #+15145555513
Sell 3150  AKZOY @ 100.47 #+15145559141
Sell 19620  AVAB @ 239.19 #+15145557294
Sell 21340  AVAB @ 238.06 #+15145554705
Sell 19850  AVAB @ 240.69 #+15145557661
Sell 23670  AGOG @ 38.34 #+15145556099
Sell 26790  AUKV @ 232.36 #+15145554119
Buy 430  ABLE @ 17.06 #+15145558353
Buy 690  ABLE @ 17.06 #+15145553603
Sell 920  ABLE @ 16.91 #+15145557558
Buy 930  ABLE @ 16.66 #+15145552923
Buy 22100  AUKV @ 239.86 #+15145550472
Buy 1980  ABLE @ 16.24 #+15145557356
Sell 22790  AGOG @ 39.15 #+15145551709
Sell 550  ABLE @ 16.11 #+15145556465
Sell 22640  AGOG @ 41.9 #+15145555511
Sell 35960  AUKV @ 232.38 #+15145556175
Sell 43030  AUKV @ 229.06 #+15145557703
Sell 880  ABLE @ 16.21 #+15145557476
Buy 510  ABLE @ 16.51 #+15145552218
Buy 37500  AUKV @ 220.4 #+15145554943
Sell 4400  AKZOY @ 99.86 #+15145551051
Buy 22420  AGOG @ 39.85 #+15145554139
Sell 4400  AKZOY @ 99.82 #+15145558445
Buy 34150  AVAB @ 230.75 #+15145555908
Buy 21910  AVAB @ 234.98 #+15145556842
Buy 21070  AGOG @ 40.5 #+15145554571
Buy 790  ABLE @ 16.62 #+15145550798
Sell 19320  AVAB @ 236.1 #+15145555895
Sell 34660  AVAB @ 235.15 #+15145551083
Sell 26890  AVAB @ 235.94 #+15145550718
Sell 38530  AUKV @ 210.33 #+15145553073
Sell 2960  AKZOY @ 99.58 #+15145555115
Buy 45270  AUKV @ 201.69 #+15145552883
Buy 27370  AVAB @ 231.64 #+15145552137
Buy 35620  AVAB @ 233.51 #+15145551356
Sell 2960  AKZOY @ 98.85 #+15145553233
Sell 17370  AGOG @ 37.21 #+15145550753
Buy 34350  AUKV @ 197.53 #+15145551382
Sell 17700  AGOG @ 38.94 #+15145558785
Buy 24470  AVAB @ 239.1 #+15145557567
Buy 46490  AUKV @ 198.51 #+15145554382
Buy 32740  AUKV @ 199.54 #+15145551854
Buy 4190  AKZOY @ 98.12 #+15145554128
Buy 11920  AVAB @ 249 #+15145555555
Sell 2240  AKZOY @ 98.47 #+15145550945
Buy 610  ABLE @ 16.7 #+15145554138
Buy 22740  AVAB @ 253.22 #+15145553745
Sell 27170  AUKV @ 200.67 #+15145551707
Sell 4990  AKZOY @ 98.18 #+15145557734
Buy 490  ABLE @ 16.72 #+15145558577
Sell 4960  AKZOY @ 97.73 #+15145557537
Sell 3310  AKZOY @ 97.23 #+15145557132
Sell 16950  AGOG @ 38.25 #+15145558273
Buy 23700  AGOG @ 38.05 #+15145559067
Buy 7710  AKZOY @ 96.82 #+15145551081
Sell 430  ABLE @ 16.8 #+15145559118
Buy 5710  AKZOY @ 97.36 #+15145559223
Buy 520  ABLE @ 16.75 #+15145550365
Sell 7470  AKZOY @ 97.69 #+15145555022
Sell 47700  AUKV @ 202.13 #+15145550552
Sell 70560  AUKV @ 200.19 #+15145559425
Sell 530  ABLE @ 16.83 #+15145550939
