Sell 5590  AVAB @ 91.77 #+15145554734
Sell 7120  AVAB @ 196.54 #+15145559388
Buy 13250  AVAB @ 193.53 #+15145555570
Sell 13960  AVAB @ 192.49 #+15145552721
Sell 16540  AVAB @ 197.79 #+15145556582
Sell 9480  AVAB @ 198.76 #+15145554905
Sell 20680  AVAB @ 198.79 #+15145559484
Buy 15410  AVAB @ 201.69 #+15145555112
Sell 17460  AVAB @ 205.04 #+15145552449
Buy 12400  AVAB @ 208.25 #+15145551073
Buy 7860  AVAB @ 209.59 #+15145556070
Buy 15080  AVAB @ 202.49 #+15145556057
Sell 10570  AVAB @ 201.41 #+15145552010
Buy 11590  AVAB @ 205.16 #+15145552225
Buy 3870  AVAB @ 204.19 #+15145556074
Buy 8880  AVAB @ 202.82 #+15145556315
Sell 13840  AVAB @ 193.98 #+15145552979
Buy 5230  AVAB @ 201.32 #+15145558166
Buy 14650  AVAB @ 202.36 #+15145556332
Sell 4400  AVAB @ 204.7 #+15145558962
Sell 8870  AVAB @ 201.61 #+15145551709
Buy 18210  AVAB @ 201.74 #+15145550618
Buy 19990  AVAB @ 210.41 #+15145554081
Sell 20280  AVAB @ 202.33 #+15145555757
Buy 11500  AVAB @ 204.18 #+15145557596
Sell 8460  AVAB @ 209.97 #+15145555726
Buy 10160  AVAB @ 206.09 #+15145557908
Sell 15170  AVAB @ 202.87 #+15145558671
Sell 17910  AVAB @ 200.31 #+15145559617
Sell 13630  AVAB @ 213.36 #+15145553762
Sell 7130  AVAB @ 217.91 #+15145555182
Sell 12130  AVAB @ 217.57 #+15145554326
Sell 19420  AVAB @ 212.26 #+15145553889
Buy 13680  AVAB @ 215.64 #+15145550339
Buy 3750  AVAB @ 217.83 #+15145555527
Sell 7910  AVAB @ 218.99 #+15145556061
Buy 9500  AVAB @ 213.86 #+15145555484
Buy 8970  AVAB @ 220.18 #+15145550983
Buy 9620  AVAB @ 222.24 #+15145551861
Buy 7170  AVAB @ 219.15 #+15145555977
Buy 7280  AVAB @ 225.48 #+15145555746
Sell 15410  AVAB @ 233.4 #+15145554481
Sell 9140  AVAB @ 237.49 #+15145553443
Sell 17730  AVAB @ 237.04 #+15145555585
Sell 13410  AVAB @ 233.06 #+15145556199
Sell 7550  AVAB @ 225.44 #+15145557093
Buy 15000  AVAB @ 221.55 #+15145550109
Buy 10930  AVAB @ 222.5 #+15145555335
Buy 12940  AVAB @ 209.12 #+15145558462
Buy 6450  AVAB @ 201.27 #+15145553216
Buy 5760  AVAB @ 203.38 #+15145554822
Sell 11110  AVAB @ 198.52 #+15145558371
Buy 21470  AVAB @ 202.76 #+15145554498
Sell 22380  AVAB @ 197.64 #+15145556083
Sell 6570  AVAB @ 194.31 #+15145556227
Buy 19950  AVAB @ 199.85 #+15145558524
Buy 18970  AVAB @ 198.83 #+15145553055
Sell 12640  AVAB @ 197.7 #+15145551219
Sell 12200  AVAB @ 191.92 #+15145554685
Buy 12570  AVAB @ 194.28 #+15145557985
Buy 19520  AVAB @ 187.46 #+15145559621
Buy 11940  AVAB @ 193.26 #+15145555598
Buy 7730  AVAB @ 197.55 #+15145556632
Sell 9050  AVAB @ 195.2 #+15145554026
Buy 7940  AVAB @ 194.01 #+15145552588
Sell 5830  AVAB @ 206.63 #+15145553544
Sell 10490  AVAB @ 213.26 #+15145553956
Buy 3810  AVAB @ 213.86 #+15145553394
Sell 14100  AVAB @ 217.24 #+15145553081
Buy 11420  AVAB @ 216.52 #+15145554672
Sell 8120  AVAB @ 215.33 #+15145550098
Sell 9760  AVAB @ 217.47 #+15145558038
Sell 15250  AVAB @ 225.5 #+15145558527
Sell 14200  AVAB @ 228.04 #+15145553926
Sell 13650  AVAB @ 226.18 #+15145553281
Buy 10630  AVAB @ 225.34 #+15145554097
Buy 9230  AVAB @ 227.25 #+15145551035
Sell 9450  AVAB @ 225.15 #+15145554703
Buy 8570  AVAB @ 228.04 #+15145555583
Buy 3930  AVAB @ 229.42 #+15145551578
Sell 7200  AVAB @ 228.78 #+15145554464
Sell 8880  AVAB @ 228.31 #+15145556901
Sell 13090  AVAB @ 227 #+15145556316
Sell 5860  AVAB @ 230.28 #+15145550611
Sell 10490  AVAB @ 226.72 #+15145556290
Sell 14160  AVAB @ 218.78 #+15145551408
Sell 5580  AVAB @ 227.38 #+15145557661
Buy 4490  AVAB @ 234.92 #+15145554233
Sell 7750  AVAB @ 230.95 #+15145554791
Buy 15470  AVAB @ 232.49 #+15145552856
Sell 9980  AVAB @ 239.68 #+15145557703
Buy 15320  AVAB @ 234.92 #+15145553450
Sell 8830  AVAB @ 233.25 #+15145557395
Buy 12360  AVAB @ 232.43 #+15145559780
Sell 12760  AVAB @ 224.46 #+15145556326
Sell 13600  AVAB @ 226.79 #+15145553372
Sell 18430  AVAB @ 222.05 #+15145550763
Buy 13110  AVAB @ 221.38 #+15145552633
Buy 8180  AVAB @ 229.38 #+15145558572
Sell 7900  AVAB @ 231.1 #+15145553499
Sell 15760  AVAB @ 232.32 #+15145553339
Buy 13170  AVAB @ 231.79 #+15145559051
Sell 20080  AVAB @ 233.41 #+15145554702
Buy 16780  AVAB @ 233.13 #+15145554214
Buy 11570  AVAB @ 231.29 #+15145552459
Sell 13730  AVAB @ 242.09 #+15145557666
Buy 12730  AVAB @ 232.92 #+15145551238
Sell 15390  AVAB @ 235.3 #+15145556699
Buy 16020  AVAB @ 231.63 #+15145554118
Sell 16940  AVAB @ 231.34 #+15145557087
Sell 14460  AVAB @ 232.3 #+15145550410
Buy 23970  AVAB @ 226.03 #+15145556275
Sell 17760  AVAB @ 225.72 #+15145555709
Sell 15220  AVAB @ 218.22 #+15145557343
Buy 10440  AVAB @ 220.54 #+15145550641
Sell 10300  AVAB @ 225.77 #+15145559123
Buy 7630  AVAB @ 222.71 #+15145558117
Buy 12580  AVAB @ 221.86 #+15145558394
Buy 9120  AVAB @ 209.55 #+15145555901
Buy 18000  AVAB @ 209.26 #+15145557744
Sell 13500  AVAB @ 216.36 #+15145550761
Buy 9170  AVAB @ 220.48 #+15145556018
Sell 10800  AVAB @ 220.96 #+15145559642
Buy 15820  AVAB @ 233.03 #+15145558882
Buy 11110  AVAB @ 230.41 #+15145555149
Buy 11530  AVAB @ 229.76 #+15145553045
Buy 7290  AVAB @ 235.61 #+15145558607
Buy 9140  AVAB @ 236.64 #+15145558825
Buy 15410  AVAB @ 240.84 #+15145552797
Buy 9080  AVAB @ 237.51 #+15145558072
Buy 9910  AVAB @ 234.98 #+15145554658
Sell 7170  AVAB @ 242.46 #+15145557882
Sell 4980  AVAB @ 238.76 #+15145559243
Buy 9860  AVAB @ 242.94 #+15145553990
Sell 10590  AVAB @ 243.88 #+15145552322
Sell 4560  AVAB @ 244.95 #+15145554084
Sell 16720  AVAB @ 251.95 #+15145555260
Sell 14400  AVAB @ 257.14 #+15145558886
Buy 13640  AVAB @ 250.01 #+15145553077
Sell 8870  AVAB @ 251.47 #+15145557684
Sell 14180  AVAB @ 243.44 #+15145554716
Sell 11630  AVAB @ 247.57 #+15145551286
Sell 10760  AVAB @ 250.75 #+15145552218
Sell 16250  AVAB @ 252.86 #+15145555648
Sell 12000  AVAB @ 247.57 #+15145558518
Buy 5180  AVAB @ 250.27 #+15145552576
Buy 8940  AVAB @ 249.39 #+15145552316
Sell 9300  AVAB @ 259.18 #+15145552513
Sell 12000  AVAB @ 255.65 #+15145552259
Buy 10340  AVAB @ 256.17 #+15145550070
Sell 10600  AVAB @ 262.23 #+15145554837
Buy 10870  AVAB @ 268.77 #+15145551613
Buy 13430  AVAB @ 274.83 #+15145553719
Sell 15850  AVAB @ 278.69 #+15145557067
Buy 11150  AVAB @ 271.98 #+15145553048
Buy 8980  AVAB @ 265.59 #+15145554008
Sell 12720  AVAB @ 265.11 #+15145557881
Sell 12080  AVAB @ 259.34 #+15145550518
Buy 7330  AVAB @ 266.44 #+15145556836
Sell 12610  AVAB @ 266.93 #+15145556505
Buy 23350  AVAB @ 259.88 #+15145554766
Buy 9710  AVAB @ 255.8 #+15145553941
Sell 17380  AVAB @ 253.74 #+15145550964
Sell 9930  AVAB @ 255.94 #+15145554796
Sell 13450  AVAB @ 254.58 #+15145557379
Buy 16560  AVAB @ 245.74 #+15145550631
Sell 13590  AVAB @ 241.85 #+15145551146
Sell 14420  AVAB @ 236.43 #+15145554624
Sell 18150  AVAB @ 234.4 #+15145550446
Sell 25110  AVAB @ 230.9 #+15145555418
Sell 30360  AVAB @ 235.55 #+15145556253
Sell 18770  AVAB @ 245.04 #+15145552414
Buy 21490  AVAB @ 234.63 #+15145556648
Buy 25410  AVAB @ 238.86 #+15145558402
Sell 19820  AVAB @ 246.11 #+15145552952
Buy 12620  AVAB @ 236.42 #+15145558023
Sell 18540  AVAB @ 236.83 #+15145558245
Buy 17360  AVAB @ 234.5 #+15145559642
Buy 28150  AVAB @ 231.62 #+15145556892
Sell 13800  AVAB @ 225.5 #+15145553775
Buy 9750  AVAB @ 224.77 #+15145553726
Buy 17200  AVAB @ 225.58 #+15145550566
Sell 13920  AVAB @ 229.71 #+15145557754
Sell 10930  AVAB @ 229.73 #+15145558360
Sell 18910  AVAB @ 237.48 #+15145554393
Buy 22550  AVAB @ 234.1 #+15145552339
Sell 18230  AVAB @ 234.06 #+15145551599
Buy 14810  AVAB @ 240.14 #+15145555859
Sell 10900  AVAB @ 237.1 #+15145552750
Sell 13420  AVAB @ 234.62 #+15145553084
Buy 15730  AVAB @ 230.42 #+15145555087
Buy 17260  AVAB @ 234.92 #+15145553109
Sell 14520  AVAB @ 243.36 #+15145552528
Buy 15210  AVAB @ 240.09 #+15145550811
Buy 20060  AVAB @ 232.17 #+15145557564
Sell 23690  AVAB @ 226.06 #+15145550255
Buy 30330  AVAB @ 224.44 #+15145556009
Sell 21280  AVAB @ 227.42 #+15145557366
Buy 15580  AVAB @ 215.85 #+15145558488
Sell 17640  AVAB @ 213.89 #+15145552272
Buy 21960  AVAB @ 216.55 #+15145552701
Sell 36530  AVAB @ 221.01 #+15145550558
Sell 24620  AVAB @ 215.91 #+15145553288
Sell 26610  AVAB @ 219.72 #+15145558197
Buy 34820  AVAB @ 219.54 #+15145550423
Buy 21380  AVAB @ 218.81 #+15145558583
Buy 17600  AVAB @ 220.68 #+15145552929
Sell 9590  AVAB @ 222.6 #+15145550633
Sell 24510  AVAB @ 213.81 #+15145550331
Buy 22310  AVAB @ 214.25 #+15145558878
Buy 26160  AVAB @ 209.56 #+15145559314
Sell 29650  AVAB @ 212.52 #+15145554988
Buy 25650  AVAB @ 211 #+15145555409
Buy 19340  AVAB @ 205.63 #+15145557359
Sell 15530  AVAB @ 209.9 #+15145555785
Buy 19410  AVAB @ 207.68 #+15145558775
Buy 20200  AVAB @ 214.54 #+15145554784
Sell 32490  AVAB @ 205.6 #+15145559789
Sell 23080  AVAB @ 199.61 #+15145551961
Buy 17030  AVAB @ 201.81 #+15145551420
Buy 33370  AVAB @ 193.72 #+15145554838
Sell 43050  AVAB @ 197.68 #+15145557361
Sell 16260  AVAB @ 206.96 #+15145557722
Buy 32300  AVAB @ 203.27 #+15145557259
Sell 39040  AVAB @ 204.57 #+15145558865
Sell 29900  AVAB @ 209.09 #+15145555738
Sell 33090  AVAB @ 215.05 #+15145557648
Sell 31230  AVAB @ 222.52 #+15145557168
Buy 13570  AVAB @ 228.46 #+15145550219
Sell 20530  AVAB @ 235.39 #+15145553911
Sell 13640  AVAB @ 237.68 #+15145557606
Buy 17510  AVAB @ 249.76 #+15145553057
Sell 17440  AVAB @ 242.87 #+15145550962
Sell 16680  AVAB @ 241.02 #+15145553930
Sell 24570  AVAB @ 240.59 #+15145552366
Buy 14880  AVAB @ 231.84 #+15145557894
Sell 11290  AVAB @ 229.98 #+15145555150
Sell 19620  AVAB @ 239.19 #+15145557294
Sell 21340  AVAB @ 238.06 #+15145554705
Sell 19850  AVAB @ 240.69 #+15145557661
Buy 34150  AVAB @ 230.75 #+15145555908
Buy 21910  AVAB @ 234.98 #+15145556842
Sell 19320  AVAB @ 236.1 #+15145555895
Sell 34660  AVAB @ 235.15 #+15145551083
Sell 26890  AVAB @ 235.94 #+15145550718
Buy 27370  AVAB @ 231.64 #+15145552137
Buy 35620  AVAB @ 233.51 #+15145551356
Buy 24470  AVAB @ 239.1 #+15145557567
Buy 11920  AVAB @ 249 #+15145555555
Buy 22740  AVAB @ 253.22 #+15145553745
Buy 26210  AVAB @ 256.22 #+15145553281
Sell 16350  AVAB @ 257.61 #+15145555332
Sell 11300  AVAB @ 257.85 #+15145558302
Buy 9920  AVAB @ 254.59 #+15145558192
Sell 13920  AVAB @ 245.32 #+15145559363
Sell 19420  AVAB @ 245.78 #+15145557247
Buy 23060  AVAB @ 242.4 #+15145559757
Buy 21850  AVAB @ 229.93 #+15145558414
Sell 26090  AVAB @ 237.73 #+15145554602
Sell 29330  AVAB @ 237.92 #+15145558923
Buy 25680  AVAB @ 236.12 #+15145558005
Buy 15460  AVAB @ 226.77 #+15145558661
Sell 15840  AVAB @ 227.04 #+15145557914
Buy 27950  AVAB @ 230.19 #+15145556835
Buy 28290  AVAB @ 233.74 #+15145551960
Sell 13150  AVAB @ 231.86 #+15145554672
Sell 20620  AVAB @ 227.86 #+15145556951
Sell 38800  AVAB @ 224.19 #+15145554453
Buy 42690  AVAB @ 224.96 #+15145555647
Buy 17390  AVAB @ 235.11 #+15145553351
Buy 24120  AVAB @ 230.39 #+15145556827
Buy 11910  AVAB @ 231.44 #+15145558468
Sell 13040  AVAB @ 228.78 #+15145551277
Buy 31400  AVAB @ 226.38 #+15145559442
Sell 28140  AVAB @ 222.56 #+15145553305
Buy 18190  AVAB @ 229.55 #+15145559615
Buy 18600  AVAB @ 223.67 #+15145556990
Sell 14970  AVAB @ 226.99 #+15145559958
Sell 18830  AVAB @ 235.85 #+15145555282
Buy 16990  AVAB @ 245.52 #+15145554810
Buy 74540  AVAB @ 244.48 #+15145552372
Sell 9690  AVAB @ 244.45 #+15145554840
Sell 20860  AVAB @ 248.66 #+15145551408
Buy 17820  AVAB @ 256.29 #+15145551723
Buy 33530  AVAB @ 247.8 #+15145557625
Sell 33690  AVAB @ 243.62 #+15145553524
Sell 15430  AVAB @ 236.51 #+15145557123
Sell 12050  AVAB @ 233.05 #+15145557366
Buy 19430  AVAB @ 239.18 #+15145558912
Buy 8960  AVAB @ 230.69 #+15145556781
Buy 13080  AVAB @ 238.81 #+15145550946
Buy 13100  AVAB @ 234.53 #+15145557266
Sell 22410  AVAB @ 234.03 #+15145550865
Sell 26500  AVAB @ 229.55 #+15145553630
Buy 26760  AVAB @ 233.2 #+15145554995
Sell 26360  AVAB @ 234.09 #+15145553700
Buy 29840  AVAB @ 228.37 #+15145555496
Sell 41920  AVAB @ 230.09 #+15145555784
Buy 41020  AVAB @ 243.21 #+15145552357
Sell 34940  AVAB @ 246.7 #+15145553782
Sell 19660  AVAB @ 242.51 #+15145552362
Sell 20590  AVAB @ 246.47 #+15145559599
Sell 24820  AVAB @ 238.13 #+15145554727
Buy 27130  AVAB @ 232.36 #+15145557180
Buy 20550  AVAB @ 239.86 #+15145552085
Buy 31010  AVAB @ 232.38 #+15145556789
Sell 43000  AVAB @ 229.06 #+15145550568
Buy 30370  AVAB @ 220.4 #+15145559183
Buy 32360  AVAB @ 210.33 #+15145557206
Buy 46160  AVAB @ 201.69 #+15145559072
Sell 38590  AVAB @ 197.53 #+15145553393
Buy 37640  AVAB @ 198.51 #+15145550351
Buy 35440  AVAB @ 199.54 #+15145559468
Buy 26610  AVAB @ 200.67 #+15145557504
Buy 57580  AVAB @ 202.13 #+15145557594
Sell 65960  AVAB @ 200.19 #+15145551732
Buy 69400  AVAB @ 206.37 #+15145556670
Sell 53820  AVAB @ 205.31 #+15145557214
Buy 37650  AVAB @ 205.62 #+15145558368
Buy 16530  AVAB @ 211.31 #+15145555436
Buy 18480  AVAB @ 215.22 #+15145558138
Buy 14180  AVAB @ 216.02 #+15145557579
Buy 37380  AVAB @ 214.68 #+15145554127
Buy 38900  AVAB @ 212.7 #+15145554762
Sell 26410  AVAB @ 210.96 #+15145555656
Sell 25760  AVAB @ 210.33 #+15145552617
Sell 49340  AVAB @ 201.93 #+15145556327
Sell 40910  AVAB @ 200.9 #+15145557563
Sell 45640  AVAB @ 204.21 #+15145559653
Buy 44170  AVAB @ 205.14 #+15145554255
Buy 43710  AVAB @ 203.15 #+15145555142
Sell 31660  AVAB @ 198.51 #+15145557750
Buy 19080  AVAB @ 197.03 #+15145550449
Sell 6080  AVAB @ 199.46 #+15145553663
Buy 8150  AVAB @ 206.77 #+15145554917
Buy 14060  AVAB @ 209.28 #+15145551082
Buy 18360  AVAB @ 197 #+15145551371
Buy 24340  AVAB @ 194.42 #+15145552920
Buy 33040  AVAB @ 190.49 #+15145559078
Buy 28810  AVAB @ 188.31 #+15145558779
Buy 19230  AVAB @ 187.51 #+15145554603
Sell 23730  AVAB @ 178.17 #+15145555381
Sell 18170  AVAB @ 182.09 #+15145553241
Sell 13780  AVAB @ 175.51 #+15145555859
Buy 15720  AVAB @ 176.41 #+15145556383
Buy 18280  AVAB @ 175.17 #+15145555553
Buy 32470  AVAB @ 175.94 #+15145557046
Buy 60820  AVAB @ 174.86 #+15145551834
Sell 32330  AVAB @ 175.83 #+15145558985
Buy 19100  AVAB @ 173.21 #+15145555479
Sell 18510  AVAB @ 174.18 #+15145552353
Sell 11880  AVAB @ 178.42 #+15145559838
Buy 5500  AVAB @ 178.39 #+15145559906
Buy 9930  AVAB @ 176.7 #+15145550394
Buy 4070  AVAB @ 181.42 #+15145558618
Sell 6260  AVAB @ 177.08 #+15145554427
Buy 5150  AVAB @ 174.46 #+15145551709
Sell 6250  AVAB @ 168.74 #+15145558665
Buy 8080  AVAB @ 167.3 #+15145550026
Buy 6140  AVAB @ 172.68 #+15145558672
Buy 7270  AVAB @ 176.17 #+15145554360
Buy 5980  AVAB @ 172.81 #+15145555699
Sell 3230  AVAB @ 171.81 #+15145552530
Sell 7920  AVAB @ 171.52 #+15145555407
Buy 11180  AVAB @ 170.41 #+15145557952
Buy 16080  AVAB @ 168.97 #+15145551694
Buy 13330  AVAB @ 171.71 #+15145555819
Buy 9790  AVAB @ 168.45 #+15145554722
Buy 11260  AVAB @ 167.07 #+15145559892
Sell 9330  AVAB @ 164.33 #+15145552434
Sell 4690  AVAB @ 163.92 #+15145554297
Sell 12730  AVAB @ 159.97 #+15145553105
Buy 4590  AVAB @ 158.65 #+15145551423
Sell 11650  AVAB @ 156.91 #+15145552146
Buy 9860  AVAB @ 162.07 #+15145557618
Buy 10710  AVAB @ 158.65 #+15145557783
Buy 8790  AVAB @ 157.99 #+15145553288
Buy 8660  AVAB @ 159.86 #+15145555542
Buy 3590  AVAB @ 156.53 #+15145553237
Sell 2720  AVAB @ 160.54 #+15145552151
Sell 6480  AVAB @ 159.15 #+15145559208
Buy 1470  AVAB @ 161.49 #+15145551445
Buy 11320  AVAB @ 168.18 #+15145556361
Sell 9850  AVAB @ 169.62 #+15145553577
Sell 2270  AVAB @ 170.38 #+15145551670
Buy 9690  AVAB @ 170.59 #+15145558345
Buy 9820  AVAB @ 168.85 #+15145554914
Buy 7530  AVAB @ 165.67 #+15145557340
Buy 5470  AVAB @ 161.57 #+15145553184
Buy 11050  AVAB @ 161.03 #+15145559095
Sell 7170  AVAB @ 160.39 #+15145550125
Buy 6980  AVAB @ 158.57 #+15145556033
Sell 4280  AVAB @ 158.27 #+15145556322
Sell 7330  AVAB @ 151.96 #+15145557980
Buy 12390  AVAB @ 148.93 #+15145554577
Buy 11560  AVAB @ 149.17 #+15145555833
Buy 3410  AVAB @ 150.89 #+15145558605
Buy 8710  AVAB @ 150.5 #+15145554345
Buy 6080  AVAB @ 150.19 #+15145557255
Sell 7590  AVAB @ 149.13 #+15145558527
Sell 7050  AVAB @ 150.48 #+15145554473
Buy 8650  AVAB @ 152.32 #+15145556149
Buy 11170  AVAB @ 148.85 #+15145552696
Sell 4940  AVAB @ 148.1 #+15145557783
Buy 3310  AVAB @ 146.43 #+15145558059
Sell 4510  AVAB @ 145.1 #+15145551621
Sell 3510  AVAB @ 144.79 #+15145552497
Buy 8040  AVAB @ 142.62 #+15145552321
Sell 15430  AVAB @ 142.65 #+15145555760
Sell 9950  AVAB @ 145.09 #+15145555930
Sell 15500  AVAB @ 144.13 #+15145556101
Buy 14870  AVAB @ 142 #+15145557936
Buy 11890  AVAB @ 145.57 #+15145555736
Sell 5050  AVAB @ 144.86 #+15145552635
Buy 6900  AVAB @ 144.81 #+15145556827
Sell 11490  AVAB @ 142.99 #+15145551100
Buy 6580  AVAB @ 140.08 #+15145556709
Buy 4030  AVAB @ 140.95 #+15145551781
Buy 12400  AVAB @ 146.43 #+15145553026
Buy 11780  AVAB @ 144.34 #+15145558636
Sell 11430  AVAB @ 148.86 #+15145559719
Sell 9040  AVAB @ 149.04 #+15145555935
Buy 9800  AVAB @ 146.97 #+15145552626
Sell 7330  AVAB @ 138.97 #+15145554738
Buy 6510  AVAB @ 138.11 #+15145552091
Buy 14050  AVAB @ 136.85 #+15145552378
Buy 11360  AVAB @ 135.09 #+15145550323
Sell 11720  AVAB @ 133.08 #+15145550338
Sell 4990  AVAB @ 130.79 #+15145551693
Sell 8380  AVAB @ 129.88 #+15145555512
Sell 12740  AVAB @ 129.13 #+15145558580
Buy 8340  AVAB @ 127.12 #+15145552826
Sell 4430  AVAB @ 129.48 #+15145552468
Sell 5690  AVAB @ 127.92 #+15145556954
Sell 3350  AVAB @ 127.94 #+15145554801
Sell 7500  AVAB @ 122.9 #+15145554020
Sell 8550  AVAB @ 123.33 #+15145556593
Buy 13090  AVAB @ 123.97 #+15145551576
Buy 6460  AVAB @ 125.32 #+15145556725
Sell 10030  AVAB @ 128.41 #+15145550681
Buy 10600  AVAB @ 132.34 #+15145555879
Sell 9480  AVAB @ 134.53 #+15145556756
Buy 3510  AVAB @ 134.1 #+15145556067
Buy 14140  AVAB @ 133.8 #+15145553987
Sell 8620  AVAB @ 128.87 #+15145556568
Buy 7690  AVAB @ 128.23 #+15145555875
Sell 6960  AVAB @ 125.31 #+15145554771
Sell 5370  AVAB @ 127.94 #+15145556882
Buy 9110  AVAB @ 126.2 #+15145554684
Buy 17310  AVAB @ 128.03 #+15145555336
Buy 12320  AVAB @ 123.89 #+15145552109
Buy 18300  AVAB @ 125.07 #+15145555237
Sell 13630  AVAB @ 123.76 #+15145555177
Sell 16030  AVAB @ 126.53 #+15145551047
Sell 16810  AVAB @ 126.34 #+15145556018
Sell 8300  AVAB @ 122.49 #+15145555329
Buy 5090  AVAB @ 125.37 #+15145559748
Sell 12510  AVAB @ 126.03 #+15145558833
Buy 12020  AVAB @ 123.36 #+15145558361
Buy 5830  AVAB @ 125.15 #+15145551940
Buy 11450  AVAB @ 125.11 #+15145554559
Buy 8990  AVAB @ 116.4 #+15145559082
Buy 10750  AVAB @ 115.52 #+15145555755
Buy 11060  AVAB @ 117.86 #+15145550422
Sell 13600  AVAB @ 115.91 #+15145557035
Buy 13340  AVAB @ 117.27 #+15145558945
Buy 9340  AVAB @ 115.5 #+15145554253
Buy 10720  AVAB @ 116.29 #+15145559055
Buy 15840  AVAB @ 116.18 #+15145550651
Buy 7890  AVAB @ 119.67 #+15145553015
Sell 8070  AVAB @ 121.31 #+15145552033
Sell 6560  AVAB @ 119.79 #+15145559229
Sell 9100  AVAB @ 122.05 #+15145555591
Buy 14120  AVAB @ 125.82 #+15145557947
Buy 14170  AVAB @ 123.86 #+15145559844
Buy 12280  AVAB @ 126.44 #+15145558236
Sell 9100  AVAB @ 122.27 #+15145552867
Sell 14570  AVAB @ 122.66 #+15145556492
Buy 5720  AVAB @ 122.57 #+15145550865
Buy 17380  AVAB @ 121.6 #+15145559143
Sell 17510  AVAB @ 117.63 #+15145554757
Buy 10830  AVAB @ 114.9 #+15145554919
Buy 11670  AVAB @ 111.96 #+15145558747
Buy 2830  AVAB @ 108.55 #+15145559529
Sell 3260  AVAB @ 110.1 #+15145551108
Buy 14620  AVAB @ 109.16 #+15145553696
Buy 9250  AVAB @ 108.62 #+15145554948
Sell 13250  AVAB @ 110.08 #+15145559772
Buy 3260  AVAB @ 113.5 #+15145559161
Buy 5160  AVAB @ 112.69 #+15145552882
Buy 9670  AVAB @ 110.44 #+15145553046
Buy 5050  AVAB @ 109.8 #+15145558225
Sell 2430  AVAB @ 109.18 #+15145552160
Buy 6210  AVAB @ 109.97 #+15145552595
Sell 14240  AVAB @ 106.03 #+15145558198
Sell 22370  AVAB @ 107.5 #+15145558736
Buy 12000  AVAB @ 108.41 #+15145551205
Buy 11870  AVAB @ 108.99 #+15145552854
Buy 8190  AVAB @ 105.95 #+15145551795
Buy 10510  AVAB @ 104.26 #+15145555174
Sell 8160  AVAB @ 106.27 #+15145551398
Buy 13140  AVAB @ 107.54 #+15145550658
Buy 9920  AVAB @ 110.97 #+15145551749
Sell 13520  AVAB @ 113.21 #+15145552394
Sell 7660  AVAB @ 118.62 #+15145556137
Sell 3500  AVAB @ 118.12 #+15145559038
Sell 10470  AVAB @ 116.75 #+15145553061
Sell 9340  AVAB @ 114.45 #+15145557262
Sell 12840  AVAB @ 116.96 #+15145556147
Sell 10120  AVAB @ 116.36 #+15145555749
Sell 8180  AVAB @ 112.86 #+15145558742
Sell 7230  AVAB @ 109.7 #+15145550244
Buy 10600  AVAB @ 108.21 #+15145553324
Buy 7750  AVAB @ 112.37 #+15145555350
Buy 10770  AVAB @ 109.91 #+15145559612
Sell 10830  AVAB @ 109.28 #+15145551878
Buy 9550  AVAB @ 110.77 #+15145558750
Buy 8860  AVAB @ 110.71 #+15145550775
Buy 5800  AVAB @ 114.19 #+15145554031
Buy 9160  AVAB @ 112.52 #+15145553522
Sell 6980  AVAB @ 113.37 #+15145557991
Sell 9530  AVAB @ 115.97 #+15145550949
Sell 6200  AVAB @ 113.15 #+15145558254
Sell 5870  AVAB @ 117.49 #+15145556768
Sell 9280  AVAB @ 115.77 #+15145556694
Buy 13040  AVAB @ 111.86 #+15145551338
Buy 9600  AVAB @ 106.48 #+15145554003
Sell 14090  AVAB @ 104.26 #+15145552588
Buy 16730  AVAB @ 110.86 #+15145559906
Buy 11860  AVAB @ 109.67 #+15145555153
Buy 13010  AVAB @ 109.81 #+15145552238
Sell 15120  AVAB @ 112.42 #+15145555516
Sell 16620  AVAB @ 113.66 #+15145552502
Sell 13470  AVAB @ 116.75 #+15145559508
Buy 11930  AVAB @ 112.14 #+15145556614
Buy 11020  AVAB @ 116.11 #+15145559455
Buy 7420  AVAB @ 113.63 #+15145555618
Sell 13920  AVAB @ 118.69 #+15145553080
Sell 11410  AVAB @ 123.43 #+15145551526
Sell 7650  AVAB @ 123.29 #+15145555939
Buy 5400  AVAB @ 126.09 #+15145554619
Sell 4680  AVAB @ 127 #+15145556047
Buy 12060  AVAB @ 131.71 #+15145550413
Buy 3230  AVAB @ 130.88 #+15145552534
Buy 4430  AVAB @ 131.04 #+15145550362
Buy 5430  AVAB @ 129 #+15145550785
Sell 11220  AVAB @ 132.43 #+15145558505
Sell 16120  AVAB @ 132.45 #+15145551864
Buy 10910  AVAB @ 131.03 #+15145555299
Sell 10380  AVAB @ 125.81 #+15145556032
Sell 6830  AVAB @ 129.48 #+15145550890
Sell 12730  AVAB @ 134.34 #+15145556645
Sell 9940  AVAB @ 132.21 #+15145556990
Sell 10230  AVAB @ 132.96 #+15145554586
Buy 6540  AVAB @ 128.09 #+15145557463
Buy 11810  AVAB @ 124.51 #+15145559237
Buy 5370  AVAB @ 124.96 #+15145557236
Buy 12420  AVAB @ 124.2 #+15145550182
Buy 6140  AVAB @ 127.61 #+15145554401
Sell 6590  AVAB @ 125.41 #+15145551715
